row_no,FIPS,date,rainfall
38098,26161,1934-11-01,46.8
38099,26161,1934-12-01,44.4
38100,26161,1935-01-01,39.400000000000006
38101,26161,1935-02-01,46.5
38102,26161,1935-03-01,52.55
38103,26161,1935-04-01,49.150000000000006
38104,26161,1935-05-01,108.3
38105,26161,1935-06-01,61.05
38106,26161,1935-07-01,51.7
38107,26161,1935-08-01,94.25
38108,26161,1935-09-01,33.1
38109,26161,1935-10-01,24.05
38110,26161,1935-11-01,76.6
38111,26161,1935-12-01,41.85
38112,26161,1936-01-01,32.4
38113,26161,1936-02-01,58.3
38114,26161,1936-03-01,31.8
38115,26161,1936-04-01,68.0
38116,26161,1936-05-01,12.0
38117,26161,1936-06-01,81.7
38118,26161,1936-07-01,2.8
38119,26161,1936-08-01,32.2
38120,26161,1936-09-01,117.9
38121,26161,1936-10-01,104.5
38122,26161,1936-11-01,32.2
38123,26161,1936-12-01,48.3
38124,26161,1937-01-01,70.7
38125,26161,1937-02-01,29.3
38126,26161,1937-03-01,23.7
38127,26161,1937-04-01,169.4
38128,26161,1937-05-01,86.6
38129,26161,1937-06-01,125.3
38130,26161,1937-07-01,109.3
38131,26161,1937-08-01,114.4
38132,26161,1937-09-01,29.5
38133,26161,1937-10-01,52.7
38134,26161,1937-11-01,39.2
38135,26161,1937-12-01,47.2
38136,26161,1938-01-01,26.5
38137,26161,1938-02-01,98.7
38138,26161,1938-03-01,112.3
38139,26161,1938-04-01,40.3
38140,26161,1938-05-01,93.7
38141,26161,1938-06-01,48.1
38142,26161,1938-07-01,64.5
38143,26161,1938-08-01,59.9
38144,26161,1938-09-01,41.6
38145,26161,1938-10-01,24.8
38146,26161,1938-11-01,24.7
38147,26161,1938-12-01,55.3
38148,26161,1939-01-01,56.6
38149,26161,1939-02-01,115.4
38150,26161,1939-03-01,49.1
38151,26161,1939-04-01,108.2
38152,26161,1939-05-01,17.3
38153,26161,1939-06-01,107.3
38154,26161,1939-07-01,50.1
38155,26161,1939-08-01,19.3
38156,26161,1939-09-01,88.6
38157,26161,1939-10-01,38.0
38158,26161,1939-11-01,6.3
38159,26161,1939-12-01,18.4
38160,26163,1920-01-01,12.9
38161,26163,1920-02-01,14.1
38162,26163,1920-03-01,
38163,26163,1920-04-01,63.1
38164,26163,1920-05-01,17.45
38165,26163,1920-06-01,91.3
38166,26163,1920-07-01,68.05
38167,26163,1920-08-01,57.6
38168,26163,1920-09-01,36.4
38169,26163,1920-10-01,28.4
38170,26163,1920-11-01,61.4
38171,26163,1920-12-01,69.55
38172,26163,1921-01-01,2.8
38173,26163,1921-02-01,15.7
38174,26163,1921-03-01,79.2
38175,26163,1921-04-01,95.65
38176,26163,1921-05-01,38.2
38177,26163,1921-06-01,68.95
38178,26163,1921-07-01,41.3
38179,26163,1921-08-01,107.75
38180,26163,1921-09-01,90.15
38181,26163,1921-10-01,39.2
38182,26163,1921-11-01,43.4
38183,26163,1921-12-01,10.1
38184,26163,1922-01-01,32.05
38185,26163,1922-02-01,42.3
38186,26163,1922-03-01,90.6
38187,26163,1922-04-01,48.6
38188,26163,1922-05-01,59.8
38189,26163,1922-06-01,41.45
38190,26163,1922-07-01,92.3
38191,26163,1922-08-01,36.45
38192,26163,1922-09-01,58.0
38193,26163,1922-10-01,47.3
38194,26163,1922-11-01,29.6
38195,26163,1922-12-01,39.55
38196,26163,1923-01-01,12.7
38197,26163,1923-02-01,34.4
38198,26163,1923-03-01,50.0
38199,26163,1923-04-01,38.1
38200,26163,1923-05-01,92.95
38201,26163,1923-06-01,66.3
38202,26163,1923-07-01,70.05
38203,26163,1923-08-01,36.2
38204,26163,1923-09-01,72.05
38205,26163,1923-10-01,48.7
38206,26163,1923-11-01,46.400000000000006
38207,26163,1923-12-01,88.45
38208,26163,1924-01-01,40.05
38209,26163,1924-02-01,39.4
38210,26163,1924-03-01,36.9
38211,26163,1924-04-01,47.95
38212,26163,1924-05-01,99.65
38213,26163,1924-06-01,85.2
38214,26163,1924-07-01,
38215,26163,1924-08-01,21.3
38216,26163,1924-09-01,72.45
38217,26163,1924-10-01,9.8
38218,26163,1924-11-01,
38219,26163,1924-12-01,53.8
38220,26163,1925-01-01,0.0
38221,26163,1925-02-01,41.9
38222,26163,1925-03-01,37.4
38223,26163,1925-04-01,45.8
38224,26163,1925-05-01,
38225,26163,1925-06-01,43.1
38226,26163,1925-07-01,43.2
38227,26163,1925-08-01,55.9
38228,26163,1925-09-01,85.1
38229,26163,1925-10-01,80.0
38230,26163,1925-11-01,59.7
38231,26163,1925-12-01,22.8
38232,26163,1926-01-01,39.6
38233,26163,1926-02-01,50.6
38234,26163,1926-03-01,50.7
38235,26163,1926-04-01,71.2
38236,26163,1926-05-01,38.1
38237,26163,1926-06-01,
38238,26163,1926-07-01,15.3
38239,26163,1926-08-01,101.6
38240,26163,1926-09-01,120.6
38241,26163,1926-10-01,65.2
38242,26163,1926-11-01,42.7
38243,26163,1926-12-01,21.6
38244,26163,1927-01-01,46.9
38245,26163,1927-02-01,33.0
38246,26163,1927-03-01,27.9
38247,26163,1927-04-01,33.9
38248,26163,1927-05-01,108.0
38249,26163,1927-06-01,66.1
38250,26163,1927-07-01,39.1
38251,26163,1927-08-01,18.2
38252,26163,1927-09-01,41.3
38253,26163,1927-10-01,21.1
38254,26163,1927-11-01,87.4
38255,26163,1927-12-01,
38256,26163,1928-01-01,23.5
38257,26163,1928-02-01,
38258,26163,1928-03-01,28.4
38259,26163,1928-04-01,22.2
38260,26163,1928-05-01,37.7
38261,26163,1928-06-01,91.9
38262,26163,1928-07-01,
38263,26163,1928-08-01,33.0
38264,26163,1928-09-01,24.8
38265,26163,1928-10-01,33.8
38266,26163,1928-11-01,49.6
38267,26163,1928-12-01,18.0
38268,26163,1929-01-01,44.1
38269,26163,1929-02-01,13.1
38270,26163,1929-03-01,48.8
38271,26163,1929-04-01,104.0
38272,26163,1929-05-01,56.8
38273,26163,1929-06-01,87.3
38274,26163,1929-07-01,
38275,26163,1929-08-01,18.0
38276,26163,1929-09-01,33.9
38277,26163,1929-10-01,124.1
38278,26163,1929-11-01,62.4
38279,26163,1929-12-01,75.6
38280,26163,1930-01-01,83.7
38281,26163,1930-02-01,43.9
38282,26163,1930-03-01,25.6
38283,26163,1930-04-01,118.1
38284,26163,1930-05-01,61.0
38285,26163,1930-06-01,87.8
38286,26163,1930-07-01,10.7
38287,26163,1930-08-01,5.0
38288,26163,1930-09-01,79.0
38289,26163,1930-10-01,52.1
38290,26163,1930-11-01,19.0
38291,26163,1930-12-01,20.1
38292,26163,1931-01-01,34.1
38293,26163,1931-02-01,30.7
38294,26163,1931-03-01,66.5
38295,26163,1931-04-01,56.2
38296,26163,1931-05-01,90.2
38297,26163,1931-06-01,133.2
38298,26163,1931-07-01,39.8
38299,26163,1931-08-01,41.5
38300,26163,1931-09-01,75.0
38301,26163,1931-10-01,49.8
38302,26163,1931-11-01,99.2
38303,26163,1931-12-01,42.9
38304,26163,1932-01-01,118.5
38305,26163,1932-02-01,31.4
38306,26163,1932-03-01,39.8
38307,26163,1932-04-01,41.5
38308,26163,1932-05-01,159.5
38309,26163,1932-06-01,53.6
38310,26163,1932-07-01,49.0
38311,26163,1932-08-01,118.6
38312,26163,1932-09-01,114.8
38313,26163,1932-10-01,80.6
38314,26163,1932-11-01,64.9
38315,26163,1932-12-01,87.5
38316,26163,1933-01-01,26.2
38317,26163,1933-02-01,43.8
38318,26163,1933-03-01,56.9
38319,26163,1933-04-01,55.6
38320,26163,1933-05-01,134.0
38321,26163,1933-06-01,18.6
38322,26163,1933-07-01,42.2
38323,26163,1933-08-01,59.4
38324,26163,1933-09-01,70.6
38325,26163,1933-10-01,41.4
38326,26163,1933-11-01,44.5
38327,26163,1933-12-01,34.5
38328,26163,1934-01-01,36.3
38329,26163,1934-02-01,8.4
38330,26163,1934-03-01,55.6
38331,26163,1934-04-01,77.8
38332,26163,1934-05-01,14.5
38333,26163,1934-06-01,30.0
38334,26163,1934-07-01,15.8
38335,26163,1934-08-01,38.0
38336,26163,1934-09-01,93.8
38337,26163,1934-10-01,30.0
38338,26163,1934-11-01,47.3
38339,26163,1934-12-01,46.3
38340,26163,1935-01-01,57.6
38341,26163,1935-02-01,41.8
38342,26163,1935-03-01,40.1
38343,26163,1935-04-01,56.1
38344,26163,1935-05-01,90.3
38345,26163,1935-06-01,97.7
38346,26163,1935-07-01,36.6
38347,26163,1935-08-01,73.0
38348,26163,1935-09-01,38.2
38349,26163,1935-10-01,17.3
38350,26163,1935-11-01,73.6
38351,26163,1935-12-01,34.6
38352,26163,1936-01-01,25.4
38353,26163,1936-02-01,45.9
38354,26163,1936-03-01,32.6
38355,26163,1936-04-01,94.9
38356,26163,1936-05-01,50.1
38357,26163,1936-06-01,95.8
38358,26163,1936-07-01,23.6
38359,26163,1936-08-01,28.5
38360,26163,1936-09-01,61.0
38361,26163,1936-10-01,86.2
38362,26163,1936-11-01,27.7
38363,26163,1936-12-01,55.0
38364,26163,1937-01-01,77.6
38365,26163,1937-02-01,28.5
38366,26163,1937-03-01,17.9
38367,26163,1937-04-01,122.7
38368,26163,1937-05-01,113.0
38369,26163,1937-06-01,144.8
38370,26163,1937-07-01,139.2
38371,26163,1937-08-01,66.3
38372,26163,1937-09-01,46.8
38373,26163,1937-10-01,62.8
38374,26163,1937-11-01,27.4
38375,26163,1937-12-01,47.1
38376,26163,1938-01-01,17.9
38377,26163,1938-02-01,111.0
38378,26163,1938-03-01,113.5
38379,26163,1938-04-01,50.7
38380,26163,1938-05-01,77.6
38381,26163,1938-06-01,40.2
38382,26163,1938-07-01,142.2
38383,26163,1938-08-01,67.0
38384,26163,1938-09-01,41.2
38385,26163,1938-10-01,30.5
38386,26163,1938-11-01,40.1
38387,26163,1938-12-01,
38388,26163,1939-01-01,50.7
38389,26163,1939-02-01,
38390,26163,1939-03-01,58.1
38391,26163,1939-04-01,95.1
38392,26163,1939-05-01,25.6
38393,26163,1939-06-01,106.0
38394,26163,1939-07-01,46.7
38395,26163,1939-08-01,30.9
38396,26163,1939-09-01,59.6
38397,26163,1939-10-01,38.5
38398,26163,1939-11-01,19.7
38399,26163,1939-12-01,19.8
38400,26001,1940-01-01,59.5
38401,26001,1940-02-01,26.15
38402,26001,1940-03-01,19.75
38403,26001,1940-04-01,41.55
38404,26001,1940-05-01,71.25
38405,26001,1940-06-01,89.35
38406,26001,1940-07-01,69.3
38407,26001,1940-08-01,130.4
38408,26001,1940-09-01,80.7
38409,26001,1940-10-01,58.85
38410,26001,1940-11-01,63.05
38411,26001,1940-12-01,42.5
38412,26001,1941-01-01,94.1
38413,26001,1941-02-01,43.3
38414,26001,1941-03-01,42.9
38415,26001,1941-04-01,59.7
38416,26001,1941-05-01,93.6
38417,26001,1941-06-01,46.5
38418,26001,1941-07-01,94.8
38419,26001,1941-08-01,73.6
38420,26001,1941-09-01,96.0
38421,26001,1941-10-01,97.2
38422,26001,1941-11-01,54.5
38423,26001,1941-12-01,38.8
38424,26001,1942-01-01,32.8
38425,26001,1942-02-01,16.7
38426,26001,1942-03-01,84.4
38427,26001,1942-04-01,40.0
38428,26001,1942-05-01,86.9
38429,26001,1942-06-01,47.3
38430,26001,1942-07-01,73.0
38431,26001,1942-08-01,56.3
38432,26001,1942-09-01,108.6
38433,26001,1942-10-01,23.9
38434,26001,1942-11-01,26.1
38435,26001,1942-12-01,36.9
38436,26001,1943-01-01,38.1
38437,26001,1943-02-01,
38438,26001,1943-03-01,46.7
38439,26001,1943-04-01,49.85
38440,26001,1943-05-01,41.6
38441,26001,1943-06-01,70.6
38442,26001,1943-07-01,88.6
38443,26001,1943-08-01,40.5
38444,26001,1943-09-01,37.9
38445,26001,1943-10-01,39.2
38446,26001,1943-11-01,67.6
38447,26001,1943-12-01,22.200000000000003
38448,26001,1944-01-01,12.9
38449,26001,1944-02-01,28.0
38450,26001,1944-03-01,57.7
38451,26001,1944-04-01,40.150000000000006
38452,26001,1944-05-01,32.45
38453,26001,1944-06-01,151.95
38454,26001,1944-07-01,72.85
38455,26001,1944-08-01,69.65
38456,26001,1944-09-01,62.05
38457,26001,1944-10-01,20.0
38458,26001,1944-11-01,109.7
38459,26001,1944-12-01,11.15
38460,26001,1945-01-01,22.35
38461,26001,1945-02-01,26.2
38462,26001,1945-03-01,18.4
38463,26001,1945-04-01,52.05
38464,26001,1945-05-01,141.85000000000002
38465,26001,1945-06-01,90.9
38466,26001,1945-07-01,51.333333333333336
38467,26001,1945-08-01,64.43333333333334
38468,26001,1945-09-01,114.43333333333334
38469,26001,1945-10-01,80.89999999999999
38470,26001,1945-11-01,51.133333333333326
38471,26001,1945-12-01,27.9
38472,26001,1946-01-01,50.1
38473,26001,1946-02-01,28.55
38474,26001,1946-03-01,26.33333333333333
38475,26001,1946-04-01,24.53333333333333
38476,26001,1946-05-01,67.0
38477,26001,1946-06-01,74.2
38478,26001,1946-07-01,57.96666666666666
38479,26001,1946-08-01,29.23333333333333
38480,26001,1946-09-01,85.56666666666666
38481,26001,1946-10-01,12.1
38482,26001,1946-11-01,49.9
38483,26001,1946-12-01,64.3
38484,26001,1947-01-01,49.25
38485,26001,1947-02-01,10.95
38486,26001,1947-03-01,38.5
38487,26001,1947-04-01,41.3
38488,26001,1947-05-01,144.5
38489,26001,1947-06-01,57.66666666666666
38490,26001,1947-07-01,44.3
38491,26001,1947-08-01,77.39999999999999
38492,26001,1947-09-01,118.73333333333332
38493,26001,1947-10-01,21.33333333333333
38494,26001,1947-11-01,50.05
38495,26001,1947-12-01,21.1
38496,26001,1948-01-01,23.25
38497,26001,1948-02-01,37.150000000000006
38498,26001,1948-03-01,89.75
38499,26001,1948-04-01,60.5
38500,26001,1948-05-01,55.5
38501,26001,1948-06-01,57.3
38502,26001,1948-07-01,62.06666666666666
38503,26001,1948-08-01,28.566666666666663
38504,26001,1948-09-01,31.6
38505,26001,1948-10-01,22.33333333333333
38506,26001,1948-11-01,78.16666666666667
38507,26001,1948-12-01,47.9
38508,26001,1949-01-01,67.86666666666666
38509,26001,1949-02-01,50.53333333333333
38510,26001,1949-03-01,25.6
38511,26001,1949-04-01,48.03333333333333
38512,26001,1949-05-01,50.23333333333333
38513,26001,1949-06-01,68.03333333333333
38514,26001,1949-07-01,33.63333333333333
38515,26001,1949-08-01,40.8
38516,26001,1949-09-01,63.9
38517,26001,1949-10-01,30.4
38518,26001,1949-11-01,49.46666666666667
38519,26001,1949-12-01,57.3
38520,26001,1950-01-01,87.06666666666666
38521,26001,1950-02-01,82.8
38522,26001,1950-03-01,61.6
38523,26001,1950-04-01,57.53333333333334
38524,26001,1950-05-01,24.9
38525,26001,1950-06-01,68.75
38526,26001,1950-07-01,105.63333333333333
38527,26001,1950-08-01,78.73333333333333
38528,26001,1950-09-01,111.7
38529,26001,1950-10-01,46.7
38530,26001,1950-11-01,57.25
38531,26001,1950-12-01,60.75
38532,26001,1951-01-01,59.46666666666667
38533,26001,1951-02-01,53.5
38534,26001,1951-03-01,55.8
38535,26001,1951-04-01,107.43333333333334
38536,26001,1951-05-01,37.1
38537,26001,1951-06-01,66.46666666666667
38538,26001,1951-07-01,168.1
38539,26001,1951-08-01,71.03333333333335
38540,26001,1951-09-01,77.03333333333333
38541,26001,1951-10-01,144.75
38542,26001,1951-11-01,70.3
38543,26001,1951-12-01,68.85
38544,26001,1952-01-01,82.75
38545,26001,1952-02-01,36.15
38546,26001,1952-03-01,70.5
38547,26001,1952-04-01,91.1
38548,26001,1952-05-01,39.95
38549,26001,1952-06-01,71.75
38550,26001,1952-07-01,124.2
38551,26001,1952-08-01,76.75
38552,26001,1952-09-01,39.7
38553,26001,1952-10-01,8.65
38554,26001,1952-11-01,83.25
38555,26001,1952-12-01,59.75
38556,26001,1953-01-01,44.3
38557,26001,1953-02-01,52.95
38558,26001,1953-03-01,74.6
38559,26001,1953-04-01,59.85
38560,26001,1953-05-01,140.15
38561,26001,1953-06-01,47.7
38562,26001,1953-07-01,74.7
38563,26001,1953-08-01,81.15
38564,26001,1953-09-01,111.05
38565,26001,1953-10-01,42.7
38566,26001,1953-11-01,48.75
38567,26001,1953-12-01,36.900000000000006
38568,26001,1954-01-01,56.65
38569,26001,1954-02-01,39.1
38570,26001,1954-03-01,49.7
38571,26001,1954-04-01,107.05
38572,26001,1954-05-01,70.15
38573,26001,1954-06-01,110.3
38574,26001,1954-07-01,47.2
38575,26001,1954-08-01,80.0
38576,26001,1954-09-01,97.0
38577,26001,1954-10-01,135.6
38578,26001,1954-11-01,73.65
38579,26001,1954-12-01,55.7
38580,26001,1955-01-01,33.4
38581,26001,1955-02-01,42.5
38582,26001,1955-03-01,34.95
38583,26001,1955-04-01,62.8
38584,26001,1955-05-01,82.0
38585,26001,1955-06-01,27.450000000000003
38586,26001,1955-07-01,38.9
38587,26001,1955-08-01,97.55
38588,26001,1955-09-01,6.6
38589,26001,1955-10-01,69.95
38590,26001,1955-11-01,40.0
38591,26001,1955-12-01,42.65
38592,26001,1956-01-01,13.5
38593,26001,1956-02-01,41.9
38594,26001,1956-03-01,37.65
38595,26001,1956-04-01,80.2
38596,26001,1956-05-01,57.8
38597,26001,1956-06-01,62.7
38598,26001,1956-07-01,111.3
38599,26001,1956-08-01,101.6
38600,26001,1956-09-01,42.15
38601,26001,1956-10-01,12.55
38602,26001,1956-11-01,38.1
38603,26001,1956-12-01,35.1
38604,26001,1957-01-01,25.1
38605,26001,1957-02-01,11.3
38606,26001,1957-03-01,29.1
38607,26001,1957-04-01,76.45
38608,26001,1957-05-01,70.0
38609,26001,1957-06-01,117.15
38610,26001,1957-07-01,97.8
38611,26001,1957-08-01,34.75
38612,26001,1957-09-01,83.55
38613,26001,1957-10-01,63.1
38614,26001,1957-11-01,57.05
38615,26001,1957-12-01,38.7
38616,26001,1958-01-01,34.65
38617,26001,1958-02-01,23.4
38618,26001,1958-03-01,16.25
38619,26001,1958-04-01,33.65
38620,26001,1958-05-01,26.95
38621,26001,1958-06-01,50.25
38622,26001,1958-07-01,85.1
38623,26001,1958-08-01,47.900000000000006
38624,26001,1958-09-01,77.35
38625,26001,1958-10-01,82.05
38626,26001,1958-11-01,54.8
38627,26001,1958-12-01,12.8
38628,26001,1959-01-01,29.15
38629,26001,1959-02-01,51.650000000000006
38630,26001,1959-03-01,55.3
38631,26001,1959-04-01,125.1
38632,26001,1959-05-01,84.65
38633,26001,1959-06-01,22.4
38634,26001,1959-07-01,75.44999999999999
38635,26001,1959-08-01,102.05
38636,26001,1959-09-01,90.6
38637,26001,1959-10-01,107.15
38638,26001,1959-11-01,81.15
38639,26001,1959-12-01,70.35
38640,26003,1940-01-01,111.43333333333334
38641,26003,1940-02-01,36.2
38642,26003,1940-03-01,35.36666666666667
38643,26003,1940-04-01,53.66666666666666
38644,26003,1940-05-01,104.23333333333332
38645,26003,1940-06-01,106.46666666666664
38646,26003,1940-07-01,51.53333333333334
38647,26003,1940-08-01,43.3
38648,26003,1940-09-01,66.56666666666666
38649,26003,1940-10-01,64.7
38650,26003,1940-11-01,111.66666666666669
38651,26003,1940-12-01,55.26666666666667
38652,26003,1941-01-01,57.9
38653,26003,1941-02-01,59.95
38654,26003,1941-03-01,21.75
38655,26003,1941-04-01,62.0
38656,26003,1941-05-01,97.0
38657,26003,1941-06-01,115.25
38658,26003,1941-07-01,70.05
38659,26003,1941-08-01,122.7
38660,26003,1941-09-01,144.65
38661,26003,1941-10-01,134.75
38662,26003,1941-11-01,90.65
38663,26003,1941-12-01,71.75
38664,26003,1942-01-01,36.0
38665,26003,1942-02-01,35.55
38666,26003,1942-03-01,60.85
38667,26003,1942-04-01,20.25
38668,26003,1942-05-01,54.25
38669,26003,1942-06-01,62.3
38670,26003,1942-07-01,52.4
38671,26003,1942-08-01,71.0
38672,26003,1942-09-01,139.39999999999998
38673,26003,1942-10-01,100.75
38674,26003,1942-11-01,81.85
38675,26003,1942-12-01,83.13333333333333
38676,26003,1943-01-01,40.16666666666666
38677,26003,1943-02-01,51.1
38678,26003,1943-03-01,62.1
38679,26003,1943-04-01,35.3
38680,26003,1943-05-01,66.60000000000001
38681,26003,1943-06-01,242.5
38682,26003,1943-07-01,42.8
38683,26003,1943-08-01,57.73333333333333
38684,26003,1943-09-01,41.1
38685,26003,1943-10-01,73.26666666666667
38686,26003,1943-11-01,77.83333333333333
38687,26003,1943-12-01,50.7
38688,26003,1944-01-01,25.73333333333333
38689,26003,1944-02-01,35.2
38690,26003,1944-03-01,56.1
38691,26003,1944-04-01,46.26666666666667
38692,26003,1944-05-01,62.56666666666666
38693,26003,1944-06-01,108.06666666666666
38694,26003,1944-07-01,121.96666666666668
38695,26003,1944-08-01,70.43333333333334
38696,26003,1944-09-01,119.2
38697,26003,1944-10-01,43.66666666666666
38698,26003,1944-11-01,86.96666666666665
38699,26003,1944-12-01,68.96666666666667
38700,26003,1945-01-01,65.73333333333333
38701,26003,1945-02-01,65.03333333333333
38702,26003,1945-03-01,25.23333333333333
38703,26003,1945-04-01,88.69999999999999
38704,26003,1945-05-01,87.39999999999999
38705,26003,1945-06-01,60.4
38706,26003,1945-07-01,57.9
38707,26003,1945-08-01,70.10000000000001
38708,26003,1945-09-01,84.7
38709,26003,1945-10-01,67.7
38710,26003,1945-11-01,127.53333333333336
38711,26003,1945-12-01,64.75
38712,26003,1946-01-01,71.43333333333334
38713,26003,1946-02-01,44.56666666666666
38714,26003,1946-03-01,44.23333333333333
38715,26003,1946-04-01,23.633333333333336
38716,26003,1946-05-01,92.66666666666669
38717,26003,1946-06-01,67.3
38718,26003,1946-07-01,29.2
38719,26003,1946-08-01,92.36666666666667
38720,26003,1946-09-01,104.46666666666664
38721,26003,1946-10-01,62.16666666666666
38722,26003,1946-11-01,67.56666666666666
38723,26003,1946-12-01,57.7
38724,26003,1947-01-01,46.70000000000001
38725,26003,1947-02-01,78.3
38726,26003,1947-03-01,28.5
38727,26003,1947-04-01,88.33333333333333
38728,26003,1947-05-01,99.7
38729,26003,1947-06-01,65.3
38730,26003,1947-07-01,56.333333333333336
38731,26003,1947-08-01,64.10000000000001
38732,26003,1947-09-01,138.05
38733,26003,1947-10-01,27.0
38734,26003,1947-11-01,75.10000000000001
38735,26003,1947-12-01,52.63333333333333
38736,26003,1948-01-01,55.75
38737,26003,1948-02-01,35.7
38738,26003,1948-03-01,35.0
38739,26003,1948-04-01,57.16666666666666
38740,26003,1948-05-01,22.23333333333333
38741,26003,1948-06-01,59.13333333333333
38742,26003,1948-07-01,53.13333333333333
38743,26003,1948-08-01,46.7
38744,26003,1948-09-01,30.433333333333334
38745,26003,1948-10-01,65.33333333333333
38746,26003,1948-11-01,162.66666666666666
38747,26003,1948-12-01,53.8
38748,26003,1949-01-01,64.0
38749,26003,1949-02-01,48.9
38750,26003,1949-03-01,58.43333333333334
38751,26003,1949-04-01,11.633333333333333
38752,26003,1949-05-01,97.23333333333332
38753,26003,1949-06-01,147.03333333333333
38754,26003,1949-07-01,135.96666666666667
38755,26003,1949-08-01,98.73333333333332
38756,26003,1949-09-01,110.5
38757,26003,1949-10-01,82.33333333333333
38758,26003,1949-11-01,81.83333333333333
38759,26003,1949-12-01,57.63333333333333
38760,26003,1950-01-01,82.5
38761,26003,1950-02-01,50.93333333333334
38762,26003,1950-03-01,71.23333333333333
38763,26003,1950-04-01,85.13333333333334
38764,26003,1950-05-01,57.73333333333333
38765,26003,1950-06-01,89.93333333333334
38766,26003,1950-07-01,47.333333333333336
38767,26003,1950-08-01,82.7
38768,26003,1950-09-01,36.26666666666667
38769,26003,1950-10-01,40.8
38770,26003,1950-11-01,115.13333333333333
38771,26003,1950-12-01,76.23333333333333
38772,26003,1951-01-01,40.7
38773,26003,1951-02-01,59.03333333333333
38774,26003,1951-03-01,74.56666666666666
38775,26003,1951-04-01,59.9
38776,26003,1951-05-01,56.43333333333334
38777,26003,1951-06-01,122.46666666666664
38778,26003,1951-07-01,106.73333333333332
38779,26003,1951-08-01,108.56666666666666
38780,26003,1951-09-01,110.43333333333334
38781,26003,1951-10-01,95.76666666666668
38782,26003,1951-11-01,53.2
38783,26003,1951-12-01,69.10000000000001
38784,26003,1952-01-01,58.16666666666666
38785,26003,1952-02-01,14.466666666666669
38786,26003,1952-03-01,31.933333333333334
38787,26003,1952-04-01,30.73333333333333
38788,26003,1952-05-01,68.2
38789,26003,1952-06-01,110.83333333333331
38790,26003,1952-07-01,107.56666666666666
38791,26003,1952-08-01,123.2
38792,26003,1952-09-01,75.46666666666665
38793,26003,1952-10-01,31.266666666666666
38794,26003,1952-11-01,72.0
38795,26003,1952-12-01,57.93333333333334
38796,26003,1953-01-01,58.03333333333333
38797,26003,1953-02-01,63.833333333333336
38798,26003,1953-03-01,47.4
38799,26003,1953-04-01,106.2
38800,26003,1953-05-01,75.43333333333334
38801,26003,1953-06-01,97.3
38802,26003,1953-07-01,95.53333333333336
38803,26003,1953-08-01,62.3
38804,26003,1953-09-01,107.16666666666669
38805,26003,1953-10-01,41.2
38806,26003,1953-11-01,65.13333333333334
38807,26003,1953-12-01,64.83333333333333
38808,26003,1954-01-01,48.53333333333333
38809,26003,1954-02-01,32.63333333333333
38810,26003,1954-03-01,58.3
38811,26003,1954-04-01,110.2
38812,26003,1954-05-01,82.23333333333333
38813,26003,1954-06-01,86.66666666666667
38814,26003,1954-07-01,32.93333333333333
38815,26003,1954-08-01,61.5
38816,26003,1954-09-01,142.79999999999998
38817,26003,1954-10-01,83.8
38818,26003,1954-11-01,25.666666666666668
38819,26003,1954-12-01,27.23333333333333
38820,26003,1955-01-01,54.23333333333333
38821,26003,1955-02-01,32.13333333333333
38822,26003,1955-03-01,87.5
38823,26003,1955-04-01,46.3
38824,26003,1955-05-01,51.79999999999999
38825,26003,1955-06-01,61.6
38826,26003,1955-07-01,47.9
38827,26003,1955-08-01,103.53333333333336
38828,26003,1955-09-01,28.83333333333333
38829,26003,1955-10-01,119.53333333333336
38830,26003,1955-11-01,63.16666666666666
38831,26003,1955-12-01,63.2
38832,26003,1956-01-01,14.366666666666667
38833,26003,1956-02-01,13.333333333333334
38834,26003,1956-03-01,20.3
38835,26003,1956-04-01,57.66666666666666
38836,26003,1956-05-01,92.76666666666668
38837,26003,1956-06-01,93.7
38838,26003,1956-07-01,118.33333333333331
38839,26003,1956-08-01,56.133333333333326
38840,26003,1956-09-01,68.6
38841,26003,1956-10-01,16.5
38842,26003,1956-11-01,91.7
38843,26003,1956-12-01,42.23333333333333
38844,26003,1957-01-01,38.5
38845,26003,1957-02-01,38.266666666666666
38846,26003,1957-03-01,36.5
38847,26003,1957-04-01,46.03333333333333
38848,26003,1957-05-01,68.53333333333335
38849,26003,1957-06-01,47.53333333333333
38850,26003,1957-07-01,67.60000000000001
38851,26003,1957-08-01,71.39999999999999
38852,26003,1957-09-01,147.20000000000002
38853,26003,1957-10-01,32.86666666666667
38854,26003,1957-11-01,130.66666666666666
38855,26003,1957-12-01,56.86666666666667
38856,26003,1958-01-01,48.866666666666674
38857,26003,1958-02-01,54.06666666666666
38858,26003,1958-03-01,18.2
38859,26003,1958-04-01,37.7
38860,26003,1958-05-01,45.8
38861,26003,1958-06-01,71.8
38862,26003,1958-07-01,98.8
38863,26003,1958-08-01,71.8
38864,26003,1958-09-01,73.63333333333334
38865,26003,1958-10-01,49.73333333333333
38866,26003,1958-11-01,95.46666666666664
38867,26003,1958-12-01,84.66666666666667
38868,26003,1959-01-01,40.86666666666667
38869,26003,1959-02-01,16.433333333333334
38870,26003,1959-03-01,65.39999999999999
38871,26003,1959-04-01,46.73333333333333
38872,26003,1959-05-01,69.8
38873,26003,1959-06-01,75.63333333333333
38874,26003,1959-07-01,135.0
38875,26003,1959-08-01,124.26666666666668
38876,26003,1959-09-01,136.83333333333334
38877,26003,1959-10-01,180.35
