row_no,FIPS,date,rainfall
60851,26023,1970-12-01,36.9
60852,26023,1971-01-01,10.6
60853,26023,1971-02-01,61.5
60854,26023,1971-03-01,30.9
60855,26023,1971-04-01,12.3
60856,26023,1971-05-01,52.5
60857,26023,1971-06-01,70.2
60858,26023,1971-07-01,144.6
60859,26023,1971-08-01,32.4
60860,26023,1971-09-01,70.6
60861,26023,1971-10-01,55.2
60862,26023,1971-11-01,28.3
60863,26023,1971-12-01,94.1
60864,26023,1972-01-01,39.4
60865,26023,1972-02-01,15.9
60866,26023,1972-03-01,79.7
60867,26023,1972-04-01,98.1
60868,26023,1972-05-01,85.2
60869,26023,1972-06-01,63.3
60870,26023,1972-07-01,60.1
60871,26023,1972-08-01,82.7
60872,26023,1972-09-01,124.0
60873,26023,1972-10-01,65.4
60874,26023,1972-11-01,85.1
60875,26023,1972-12-01,83.9
60876,26023,1973-01-01,34.5
60877,26023,1973-02-01,24.1
60878,26023,1973-03-01,83.6
60879,26023,1973-04-01,77.8
60880,26023,1973-05-01,130.8
60881,26023,1973-06-01,60.0
60882,26023,1973-07-01,155.0
60883,26023,1973-08-01,47.9
60884,26023,1973-09-01,93.6
60885,26023,1973-10-01,41.4
60886,26023,1973-11-01,38.5
60887,26023,1973-12-01,78.7
60888,26023,1974-01-01,65.6
60889,26023,1974-02-01,47.2
60890,26023,1974-03-01,99.6
60891,26023,1974-04-01,60.9
60892,26023,1974-05-01,104.5
60893,26023,1974-06-01,96.0
60894,26023,1974-07-01,18.5
60895,26023,1974-08-01,41.0
60896,26023,1974-09-01,68.7
60897,26023,1974-10-01,25.2
60898,26023,1974-11-01,71.8
60899,26023,1974-12-01,50.9
60900,26023,1975-01-01,46.7
60901,26023,1975-02-01,60.5
60902,26023,1975-03-01,37.9
60903,26023,1975-04-01,97.4
60904,26023,1975-05-01,121.5
60905,26023,1975-06-01,189.3
60906,26023,1975-07-01,55.7
60907,26023,1975-08-01,255.6
60908,26023,1975-09-01,35.8
60909,26023,1975-10-01,30.5
60910,26023,1975-11-01,64.7
60911,26023,1975-12-01,56.2
60912,26023,1976-01-01,61.4
60913,26023,1976-02-01,76.7
60914,26023,1976-03-01,97.9
60915,26023,1976-04-01,83.5
60916,26023,1976-05-01,103.3
60917,26023,1976-06-01,107.8
60918,26023,1976-07-01,65.5
60919,26023,1976-08-01,10.2
60920,26023,1976-09-01,63.6
60921,26023,1976-10-01,63.3
60922,26023,1976-11-01,29.8
60923,26023,1976-12-01,30.1
60924,26023,1977-01-01,14.4
60925,26023,1977-02-01,31.8
60926,26023,1977-03-01,92.8
60927,26023,1977-04-01,75.1
60928,26023,1977-05-01,26.5
60929,26023,1977-06-01,101.4
60930,26023,1977-07-01,66.4
60931,26023,1977-08-01,125.9
60932,26023,1977-09-01,150.2
60933,26023,1977-10-01,41.9
60934,26023,1977-11-01,53.8
60935,26023,1977-12-01,65.5
60936,26023,1978-01-01,68.1
60937,26023,1978-02-01,11.4
60938,26023,1978-03-01,51.7
60939,26023,1978-04-01,71.0
60940,26023,1978-05-01,46.0
60941,26023,1978-06-01,182.5
60942,26023,1978-07-01,45.1
60943,26023,1978-08-01,43.2
60944,26023,1978-09-01,78.1
60945,26023,1978-10-01,68.4
60946,26023,1978-11-01,58.5
60947,26023,1978-12-01,77.9
60948,26023,1979-01-01,50.0
60949,26023,1979-02-01,18.0
60950,26023,1979-03-01,58.9
60951,26023,1979-04-01,81.4
60952,26023,1979-05-01,48.6
60953,26023,1979-06-01,76.5
60954,26023,1979-07-01,79.1
60955,26023,1979-08-01,135.5
60956,26023,1979-09-01,1.3
60957,26023,1979-10-01,64.9
60958,26023,1979-11-01,84.2
60959,26023,1979-12-01,59.8
60960,26025,1960-01-01,93.6
60961,26025,1960-02-01,59.35
60962,26025,1960-03-01,26.9
60963,26025,1960-04-01,56.5
60964,26025,1960-05-01,102.95
60965,26025,1960-06-01,130.45
60966,26025,1960-07-01,117.6
60967,26025,1960-08-01,48.1
60968,26025,1960-09-01,67.75
60969,26025,1960-10-01,48.55
60970,26025,1960-11-01,43.1
60971,26025,1960-12-01,16.2
60972,26025,1961-01-01,12.7
60973,26025,1961-02-01,34.7
60974,26025,1961-03-01,85.8
60975,26025,1961-04-01,121.55
60976,26025,1961-05-01,34.2
60977,26025,1961-06-01,73.15
60978,26025,1961-07-01,62.75
60979,26025,1961-08-01,128.8
60980,26025,1961-09-01,105.0
60981,26025,1961-10-01,51.0
60982,26025,1961-11-01,46.05
60983,26025,1961-12-01,31.75
60984,26025,1962-01-01,60.35
60985,26025,1962-02-01,38.35
60986,26025,1962-03-01,32.1
60987,26025,1962-04-01,30.9
60988,26025,1962-05-01,70.2
60989,26025,1962-06-01,62.95
60990,26025,1962-07-01,98.65
60991,26025,1962-08-01,52.4
60992,26025,1962-09-01,93.05
60993,26025,1962-10-01,61.85
60994,26025,1962-11-01,27.9
60995,26025,1962-12-01,27.45
60996,26025,1963-01-01,28.2
60997,26025,1963-02-01,13.75
60998,26025,1963-03-01,59.2
60999,26025,1963-04-01,71.15
61000,26025,1963-05-01,76.25
61001,26025,1963-06-01,58.45
61002,26025,1963-07-01,85.45
61003,26025,1963-08-01,51.75
61004,26025,1963-09-01,16.95
61005,26025,1963-10-01,28.4
61006,26025,1963-11-01,35.65
61007,26025,1963-12-01,20.45
61008,26025,1964-01-01,16.3
61009,26025,1964-02-01,8.95
61010,26025,1964-03-01,56.0
61011,26025,1964-04-01,103.9
61012,26025,1964-05-01,75.1
61013,26025,1964-06-01,80.8
61014,26025,1964-07-01,87.0
61015,26025,1964-08-01,120.3
61016,26025,1964-09-01,103.7
61017,26025,1964-10-01,23.1
61018,26025,1964-11-01,50.9
61019,26025,1964-12-01,46.3
61020,26025,1965-01-01,91.7
61021,26025,1965-02-01,61.85
61022,26025,1965-03-01,75.55
61023,26025,1965-04-01,55.0
61024,26025,1965-05-01,55.150000000000006
61025,26025,1965-06-01,76.5
61026,26025,1965-07-01,60.45
61027,26025,1965-08-01,122.05
61028,26025,1965-09-01,112.8
61029,26025,1965-10-01,48.2
61030,26025,1965-11-01,67.85
61031,26025,1965-12-01,127.15
61032,26025,1966-01-01,15.4
61033,26025,1966-02-01,41.6
61034,26025,1966-03-01,62.650000000000006
61035,26025,1966-04-01,115.15
61036,26025,1966-05-01,104.75
61037,26025,1966-06-01,69.95
61038,26025,1966-07-01,46.15
61039,26025,1966-08-01,130.05
61040,26025,1966-09-01,43.8
61041,26025,1966-10-01,34.7
61042,26025,1966-11-01,113.95
61043,26025,1966-12-01,92.8
61044,26025,1967-01-01,67.3
61045,26025,1967-02-01,42.6
61046,26025,1967-03-01,28.700000000000003
61047,26025,1967-04-01,122.15
61048,26025,1967-05-01,55.55
61049,26025,1967-06-01,125.15
61050,26025,1967-07-01,61.0
61051,26025,1967-08-01,76.55
61052,26025,1967-09-01,55.4
61053,26025,1967-10-01,120.15
61054,26025,1967-11-01,66.65
61055,26025,1967-12-01,125.6
61056,26025,1968-01-01,41.05
61057,26025,1968-02-01,61.650000000000006
61058,26025,1968-03-01,33.75
61059,26025,1968-04-01,75.15
61060,26025,1968-05-01,77.1
61061,26025,1968-06-01,168.05
61062,26025,1968-07-01,140.5
61063,26025,1968-08-01,51.85
61064,26025,1968-09-01,108.15
61065,26025,1968-10-01,49.25
61066,26025,1968-11-01,109.75
61067,26025,1968-12-01,94.5
61068,26025,1969-01-01,68.9
61069,26025,1969-02-01,6.7
61070,26025,1969-03-01,50.95
61071,26025,1969-04-01,126.1
61072,26025,1969-05-01,114.2
61073,26025,1969-06-01,130.35000000000002
61074,26025,1969-07-01,102.05
61075,26025,1969-08-01,21.9
61076,26025,1969-09-01,29.450000000000003
61077,26025,1969-10-01,111.8
61078,26025,1969-11-01,74.25
61079,26025,1969-12-01,16.1
61080,26025,1970-01-01,21.95
61081,26025,1970-02-01,19.65
61082,26025,1970-03-01,73.15
61083,26025,1970-04-01,109.05
61084,26025,1970-05-01,140.8
61085,26025,1970-06-01,95.65
61086,26025,1970-07-01,169.85
61087,26025,1970-08-01,37.7
61088,26025,1970-09-01,80.15
61089,26025,1970-10-01,99.3
61090,26025,1970-11-01,76.2
61091,26025,1970-12-01,57.55
61092,26025,1971-01-01,16.8
61093,26025,1971-02-01,67.7
61094,26025,1971-03-01,39.35
61095,26025,1971-04-01,18.7
61096,26025,1971-05-01,35.95
61097,26025,1971-06-01,39.65
61098,26025,1971-07-01,138.05
61099,26025,1971-08-01,29.700000000000003
61100,26025,1971-09-01,97.7
61101,26025,1971-10-01,56.7
61102,26025,1971-11-01,49.2
61103,26025,1971-12-01,108.85
61104,26025,1972-01-01,39.7
61105,26025,1972-02-01,21.65
61106,26025,1972-03-01,85.44999999999999
61107,26025,1972-04-01,90.25
61108,26025,1972-05-01,85.1
61109,26025,1972-06-01,58.75
61110,26025,1972-07-01,64.45
61111,26025,1972-08-01,117.0
61112,26025,1972-09-01,133.3
61113,26025,1972-10-01,52.75
61114,26025,1972-11-01,74.35
61115,26025,1972-12-01,105.2
61116,26025,1973-01-01,32.900000000000006
61117,26025,1973-02-01,37.650000000000006
61118,26025,1973-03-01,106.9
61119,26025,1973-04-01,79.8
61120,26025,1973-05-01,163.35
61121,26025,1973-06-01,63.8
61122,26025,1973-07-01,119.2
61123,26025,1973-08-01,57.15
61124,26025,1973-09-01,119.95
61125,26025,1973-10-01,56.05
61126,26025,1973-11-01,88.65
61127,26025,1973-12-01,102.95
61128,26025,1974-01-01,81.35
61129,26025,1974-02-01,69.6
61130,26025,1974-03-01,111.6
61131,26025,1974-04-01,82.30000000000001
61132,26025,1974-05-01,122.3
61133,26025,1974-06-01,56.5
61134,26025,1974-07-01,41.35
61135,26025,1974-08-01,74.9
61136,26025,1974-09-01,58.95
61137,26025,1974-10-01,23.7
61138,26025,1974-11-01,68.7
61139,26025,1974-12-01,58.7
61140,26025,1975-01-01,64.0
61141,26025,1975-02-01,57.75
61142,26025,1975-03-01,46.7
61143,26025,1975-04-01,119.25
61144,26025,1975-05-01,116.05
61145,26025,1975-06-01,117.15
61146,26025,1975-07-01,37.7
61147,26025,1975-08-01,249.85
61148,26025,1975-09-01,30.35
61149,26025,1975-10-01,24.35
61150,26025,1975-11-01,68.65
61151,26025,1975-12-01,84.19999999999999
61152,26025,1976-01-01,27.5
61153,26025,1976-02-01,69.3
61154,26025,1976-03-01,124.15
61155,26025,1976-04-01,98.3
61156,26025,1976-05-01,103.9
61157,26025,1976-06-01,93.45
61158,26025,1976-07-01,79.1
61159,26025,1976-08-01,9.55
61160,26025,1976-09-01,58.3
61161,26025,1976-10-01,73.65
61162,26025,1976-11-01,34.85
61163,26025,1976-12-01,20.75
61164,26025,1977-01-01,19.15
61165,26025,1977-02-01,23.25
61166,26025,1977-03-01,92.15
61167,26025,1977-04-01,89.44999999999999
61168,26025,1977-05-01,26.0
61169,26025,1977-06-01,91.9
61170,26025,1977-07-01,56.95
61171,26025,1977-08-01,83.5
61172,26025,1977-09-01,104.5
61173,26025,1977-10-01,43.5
61174,26025,1977-11-01,67.4
61175,26025,1977-12-01,75.7
61176,26025,1978-01-01,59.5
61177,26025,1978-02-01,7.35
61178,26025,1978-03-01,32.0
61179,26025,1978-04-01,59.2
61180,26025,1978-05-01,65.73333333333333
61181,26025,1978-06-01,199.46666666666667
61182,26025,1978-07-01,84.96666666666665
61183,26025,1978-08-01,52.43333333333334
61184,26025,1978-09-01,110.03333333333336
61185,26025,1978-10-01,69.10000000000001
61186,26025,1978-11-01,52.333333333333336
61187,26025,1978-12-01,72.36666666666667
61188,26025,1979-01-01,66.2
61189,26025,1979-02-01,22.166666666666668
61190,26025,1979-03-01,63.66666666666666
61191,26025,1979-04-01,98.03333333333336
61192,26025,1979-05-01,54.36666666666667
61193,26025,1979-06-01,101.06666666666666
61194,26025,1979-07-01,71.89999999999999
61195,26025,1979-08-01,122.83333333333331
61196,26025,1979-09-01,0.0999999999999999
61197,26025,1979-10-01,77.93333333333334
61198,26025,1979-11-01,82.56666666666666
61199,26025,1979-12-01,64.63333333333333
61200,26027,1960-01-01,116.9
61201,26027,1960-02-01,94.9
61202,26027,1960-03-01,28.3
61203,26027,1960-04-01,62.5
61204,26027,1960-05-01,90.8
61205,26027,1960-06-01,133.5
61206,26027,1960-07-01,88.9
61207,26027,1960-08-01,81.2
61208,26027,1960-09-01,40.6
61209,26027,1960-10-01,40.6
61210,26027,1960-11-01,32.5
61211,26027,1960-12-01,19.7
61212,26027,1961-01-01,18.4
61213,26027,1961-02-01,42.4
61214,26027,1961-03-01,82.4
61215,26027,1961-04-01,116.4
61216,26027,1961-05-01,41.2
61217,26027,1961-06-01,66.6
61218,26027,1961-07-01,70.5
61219,26027,1961-08-01,85.9
61220,26027,1961-09-01,
61221,26027,1961-10-01,73.1
61222,26027,1961-11-01,63.4
61223,26027,1961-12-01,35.2
61224,26027,1962-01-01,69.2
61225,26027,1962-02-01,27.8
61226,26027,1962-03-01,26.6
61227,26027,1962-04-01,101.8
61228,26027,1962-05-01,48.0
61229,26027,1962-06-01,99.3
61230,26027,1962-07-01,111.2
61231,26027,1962-08-01,15.7
61232,26027,1962-09-01,53.1
61233,26027,1962-10-01,101.4
61234,26027,1962-11-01,
61235,26027,1962-12-01,99.0
61236,26027,1963-01-01,78.9
61237,26027,1963-02-01,
61238,26027,1963-03-01,95.5
61239,26027,1963-04-01,63.6
61240,26027,1963-05-01,50.1
61241,26027,1963-06-01,41.3
61242,26027,1963-07-01,124.1
61243,26027,1963-08-01,66.7
61244,26027,1963-09-01,24.7
61245,26027,1963-10-01,35.1
61246,26027,1963-11-01,90.2
61247,26027,1963-12-01,
61248,26027,1964-01-01,
61249,26027,1964-02-01,23.7
61250,26027,1964-03-01,
61251,26027,1964-04-01,
61252,26027,1964-05-01,49.7
61253,26027,1964-06-01,42.9
61254,26027,1964-07-01,78.0
61255,26027,1964-08-01,70.7
61256,26027,1964-09-01,
61257,26027,1964-10-01,
61258,26027,1964-11-01,
61259,26027,1964-12-01,
61260,26027,1965-01-01,87.5
61261,26027,1965-02-01,69.5
61262,26027,1965-03-01,78.5
61263,26027,1965-04-01,72.1
61264,26027,1965-05-01,48.2
61265,26027,1965-06-01,65.6
61266,26027,1965-07-01,60.5
61267,26027,1965-08-01,108.5
61268,26027,1965-09-01,105.4
61269,26027,1965-10-01,66.1
61270,26027,1965-11-01,49.2
61271,26027,1965-12-01,141.0
61272,26027,1966-01-01,40.2
61273,26027,1966-02-01,28.3
61274,26027,1966-03-01,46.1
61275,26027,1966-04-01,146.1
61276,26027,1966-05-01,99.8
61277,26027,1966-06-01,44.8
61278,26027,1966-07-01,98.3
61279,26027,1966-08-01,121.2
61280,26027,1966-09-01,29.5
61281,26027,1966-10-01,46.1
61282,26027,1966-11-01,149.9
61283,26027,1966-12-01,88.5
61284,26027,1967-01-01,52.6
61285,26027,1967-02-01,43.1
61286,26027,1967-03-01,33.3
61287,26027,1967-04-01,133.4
61288,26027,1967-05-01,57.3
61289,26027,1967-06-01,119.1
61290,26027,1967-07-01,30.8
61291,26027,1967-08-01,70.7
61292,26027,1967-09-01,132.6
61293,26027,1967-10-01,142.1
61294,26027,1967-11-01,78.2
61295,26027,1967-12-01,121.0
61296,26027,1968-01-01,34.7
61297,26027,1968-02-01,60.7
61298,26027,1968-03-01,21.0
61299,26027,1968-04-01,68.1
61300,26027,1968-05-01,55.6
61301,26027,1968-06-01,199.7
61302,26027,1968-07-01,91.2
61303,26027,1968-08-01,46.3
61304,26027,1968-09-01,118.2
61305,26027,1968-10-01,73.7
61306,26027,1968-11-01,123.1
61307,26027,1968-12-01,107.2
61308,26027,1969-01-01,85.0
61309,26027,1969-02-01,39.8
61310,26027,1969-03-01,71.2
61311,26027,1969-04-01,139.7
61312,26027,1969-05-01,82.9
61313,26027,1969-06-01,140.0
61314,26027,1969-07-01,127.8
61315,26027,1969-08-01,38.8
61316,26027,1969-09-01,38.8
61317,26027,1969-10-01,128.5
61318,26027,1969-11-01,109.8
61319,26027,1969-12-01,32.5
61320,26027,1970-01-01,49.7
61321,26027,1970-02-01,16.6
61322,26027,1970-03-01,52.9
61323,26027,1970-04-01,126.9
61324,26027,1970-05-01,107.1
61325,26027,1970-06-01,132.3
61326,26027,1970-07-01,220.8
61327,26027,1970-08-01,39.5
61328,26027,1970-09-01,139.7
61329,26027,1970-10-01,73.0
61330,26027,1970-11-01,102.3
61331,26027,1970-12-01,65.6
61332,26027,1971-01-01,49.2
61333,26027,1971-02-01,55.9
61334,26027,1971-03-01,59.0
61335,26027,1971-04-01,18.7
61336,26027,1971-05-01,60.0
61337,26027,1971-06-01,33.8
61338,26027,1971-07-01,105.5
61339,26027,1971-08-01,57.2
61340,26027,1971-09-01,120.7
61341,26027,1971-10-01,52.8
61342,26027,1971-11-01,53.0
61343,26027,1971-12-01,150.2
61344,26027,1972-01-01,36.9
61345,26027,1972-02-01,37.8
61346,26027,1972-03-01,67.3
61347,26027,1972-04-01,83.3
61348,26027,1972-05-01,45.5
61349,26027,1972-06-01,27.5
61350,26027,1972-07-01,67.5
61351,26027,1972-08-01,50.2
61352,26027,1972-09-01,204.3
61353,26027,1972-10-01,99.3
61354,26027,1972-11-01,61.4
61355,26027,1972-12-01,132.8
61356,26027,1973-01-01,48.2
61357,26027,1973-02-01,20.7
61358,26027,1973-03-01,83.6
61359,26027,1973-04-01,136.1
61360,26027,1973-05-01,179.4
61361,26027,1973-06-01,82.5
61362,26027,1973-07-01,64.4
61363,26027,1973-08-01,36.1
61364,26027,1973-09-01,63.8
61365,26027,1973-10-01,91.3
61366,26027,1973-11-01,48.0
61367,26027,1973-12-01,73.4
61368,26027,1974-01-01,82.1
61369,26027,1974-02-01,52.2
61370,26027,1974-03-01,103.3
61371,26027,1974-04-01,98.6
61372,26027,1974-05-01,153.7
61373,26027,1974-06-01,136.2
61374,26027,1974-07-01,29.6
61375,26027,1974-08-01,49.9
61376,26027,1974-09-01,115.1
61377,26027,1974-10-01,50.8
61378,26027,1974-11-01,67.6
61379,26027,1974-12-01,60.0
61380,26027,1975-01-01,109.9
61381,26027,1975-02-01,80.5
61382,26027,1975-03-01,53.6
61383,26027,1975-04-01,90.9
61384,26027,1975-05-01,115.1
61385,26027,1975-06-01,70.0
61386,26027,1975-07-01,66.3
61387,26027,1975-08-01,146.5
61388,26027,1975-09-01,44.4
61389,26027,1975-10-01,29.0
61390,26027,1975-11-01,97.9
61391,26027,1975-12-01,84.9
61392,26027,1976-01-01,34.6
61393,26027,1976-02-01,69.3
61394,26027,1976-03-01,112.7
61395,26027,1976-04-01,96.7
61396,26027,1976-05-01,105.2
61397,26027,1976-06-01,91.2
61398,26027,1976-07-01,116.9
61399,26027,1976-08-01,33.8
61400,26027,1976-09-01,58.3
61401,26027,1976-10-01,53.1
61402,26027,1976-11-01,63.5
61403,26027,1976-12-01,71.0
61404,26027,1977-01-01,61.8
61405,26027,1977-02-01,14.7
61406,26027,1977-03-01,89.4
61407,26027,1977-04-01,89.2
61408,26027,1977-05-01,27.4
61409,26027,1977-06-01,151.2
61410,26027,1977-07-01,26.2
61411,26027,1977-08-01,149.8
61412,26027,1977-09-01,187.1
61413,26027,1977-10-01,49.3
61414,26027,1977-11-01,72.0
61415,26027,1977-12-01,
61416,26027,1978-01-01,123.9
61417,26027,1978-02-01,18.2
61418,26027,1978-03-01,42.2
61419,26027,1978-04-01,73.4
61420,26027,1978-05-01,99.9
61421,26027,1978-06-01,157.8
61422,26027,1978-07-01,153.3
61423,26027,1978-08-01,96.1
61424,26027,1978-09-01,135.1
61425,26027,1978-10-01,108.5
61426,26027,1978-11-01,66.0
61427,26027,1978-12-01,66.5
61428,26027,1979-01-01,112.9
61429,26027,1979-02-01,30.9
61430,26027,1979-03-01,84.2
61431,26027,1979-04-01,78.5
61432,26027,1979-05-01,56.2
61433,26027,1979-06-01,119.7
61434,26027,1979-07-01,42.7
61435,26027,1979-08-01,166.6
61436,26027,1979-09-01,0.5
61437,26027,1979-10-01,132.3
61438,26027,1979-11-01,119.0
61439,26027,1979-12-01,59.0
61440,26029,1960-01-01,40.73333333333333
61441,26029,1960-02-01,42.275000000000006
61442,26029,1960-03-01,26.375
61443,26029,1960-04-01,88.275
61444,26029,1960-05-01,147.675
61445,26029,1960-06-01,115.7
61446,26029,1960-07-01,80.95
61447,26029,1960-08-01,88.375
61448,26029,1960-09-01,102.775
61449,26029,1960-10-01,44.95
61450,26029,1960-11-01,95.375
61451,26029,1960-12-01,42.16666666666666
61452,26029,1961-01-01,21.96666666666667
61453,26029,1961-02-01,29.425
61454,26029,1961-03-01,36.3
61455,26029,1961-04-01,29.8
61456,26029,1961-05-01,39.2
61457,26029,1961-06-01,95.85
61458,26029,1961-07-01,73.925
61459,26029,1961-08-01,43.925
61460,26029,1961-09-01,187.575
61461,26029,1961-10-01,70.6
61462,26029,1961-11-01,69.875
61463,26029,1961-12-01,49.46666666666667
61464,26029,1962-01-01,67.26666666666667
61465,26029,1962-02-01,49.76666666666667
61466,26029,1962-03-01,27.775
61467,26029,1962-04-01,52.4
61468,26029,1962-05-01,68.7
61469,26029,1962-06-01,58.55
61470,26029,1962-07-01,34.425
61471,26029,1962-08-01,101.675
61472,26029,1962-09-01,82.5
61473,26029,1962-10-01,48.875
61474,26029,1962-11-01,21.175
61475,26029,1962-12-01,49.25
61476,26029,1963-01-01,41.675
61477,26029,1963-02-01,21.575
61478,26029,1963-03-01,66.0
61479,26029,1963-04-01,24.75
61480,26029,1963-05-01,142.8
61481,26029,1963-06-01,41.075
61482,26029,1963-07-01,66.5
61483,26029,1963-08-01,95.425
61484,26029,1963-09-01,92.7
61485,26029,1963-10-01,33.6
61486,26029,1963-11-01,97.65
61487,26029,1963-12-01,50.275
61488,26029,1964-01-01,44.475
61489,26029,1964-02-01,11.25
61490,26029,1964-03-01,49.325
61491,26029,1964-04-01,80.575
61492,26029,1964-05-01,79.39999999999999
61493,26029,1964-06-01,31.35
61494,26029,1964-07-01,97.9
61495,26029,1964-08-01,61.875
61496,26029,1964-09-01,146.425
61497,26029,1964-10-01,44.175
61498,26029,1964-11-01,77.025
61499,26029,1964-12-01,53.425
61500,26029,1965-01-01,45.65
61501,26029,1965-02-01,31.0
61502,26029,1965-03-01,27.05
61503,26029,1965-04-01,75.85
61504,26029,1965-05-01,98.65
61505,26029,1965-06-01,32.65
61506,26029,1965-07-01,55.1
61507,26029,1965-08-01,53.6
61508,26029,1965-09-01,189.225
61509,26029,1965-10-01,62.23333333333333
61510,26029,1965-11-01,98.325
61511,26029,1965-12-01,49.175
61512,26029,1966-01-01,35.3
61513,26029,1966-02-01,36.400000000000006
61514,26029,1966-03-01,68.19999999999999
61515,26029,1966-04-01,48.85
61516,26029,1966-05-01,27.9
61517,26029,1966-06-01,28.55
61518,26029,1966-07-01,30.8
61519,26029,1966-08-01,54.125
61520,26029,1966-09-01,60.2
61521,26029,1966-10-01,79.35
61522,26029,1966-11-01,144.025
61523,26029,1966-12-01,50.125
61524,26029,1967-01-01,63.25
61525,26029,1967-02-01,41.400000000000006
61526,26029,1967-03-01,35.625
61527,26029,1967-04-01,83.175
61528,26029,1967-05-01,52.86666666666667
61529,26029,1967-06-01,98.325
61530,26029,1967-07-01,41.2
61531,26029,1967-08-01,91.2
61532,26029,1967-09-01,69.55
61533,26029,1967-10-01,86.15
61534,26029,1967-11-01,90.175
61535,26029,1967-12-01,64.66666666666667
61536,26029,1968-01-01,29.15
61537,26029,1968-02-01,46.275
61538,26029,1968-03-01,18.2
61539,26029,1968-04-01,89.0
61540,26029,1968-05-01,69.725
61541,26029,1968-06-01,93.075
61542,26029,1968-07-01,78.2
61543,26029,1968-08-01,126.6
61544,26029,1968-09-01,99.475
61545,26029,1968-10-01,76.9
61546,26029,1968-11-01,53.25
61547,26029,1968-12-01,64.7
61548,26029,1969-01-01,72.475
61549,26029,1969-02-01,11.825
61550,26029,1969-03-01,20.85
61551,26029,1969-04-01,74.225
61552,26029,1969-05-01,74.8
61553,26029,1969-06-01,197.75
61554,26029,1969-07-01,91.2
61555,26029,1969-08-01,28.35
61556,26029,1969-09-01,70.475
61557,26029,1969-10-01,174.55
61558,26029,1969-11-01,78.0
61559,26029,1969-12-01,27.025
61560,26029,1970-01-01,54.3
61561,26029,1970-02-01,21.0
61562,26029,1970-03-01,30.125
61563,26029,1970-04-01,41.625
61564,26029,1970-05-01,42.96666666666667
61565,26029,1970-06-01,30.35
61566,26029,1970-07-01,102.325
61567,26029,1970-08-01,37.825
61568,26029,1970-09-01,198.075
61569,26029,1970-10-01,66.475
61570,26029,1970-11-01,63.7
61571,26029,1970-12-01,61.9
61572,26029,1971-01-01,61.6
61573,26029,1971-02-01,62.4
61574,26029,1971-03-01,34.875
61575,26029,1971-04-01,34.375
61576,26029,1971-05-01,95.65
61577,26029,1971-06-01,49.375
61578,26029,1971-07-01,89.475
61579,26029,1971-08-01,85.075
61580,26029,1971-09-01,68.375
61581,26029,1971-10-01,52.325
61582,26029,1971-11-01,78.575
61583,26029,1971-12-01,101.5
61584,26029,1972-01-01,43.9
61585,26029,1972-02-01,35.15
61586,26029,1972-03-01,63.725
61587,26029,1972-04-01,62.275
61588,26029,1972-05-01,66.275
61589,26029,1972-06-01,54.875
61590,26029,1972-07-01,155.9
61591,26029,1972-08-01,156.75
61592,26029,1972-09-01,135.25
61593,26029,1972-10-01,44.2
61594,26029,1972-11-01,43.025
61595,26029,1972-12-01,82.8
61596,26029,1973-01-01,41.9
61597,26029,1973-02-01,27.575
61598,26029,1973-03-01,31.525
61599,26029,1973-04-01,57.025
61600,26029,1973-05-01,88.875
61601,26029,1973-06-01,110.75
61602,26029,1973-07-01,93.55
61603,26029,1973-08-01,73.525
61604,26029,1973-09-01,75.375
61605,26029,1973-10-01,65.95
61606,26029,1973-11-01,41.833333333333336
61607,26029,1973-12-01,73.96666666666667
61608,26029,1974-01-01,64.85
61609,26029,1974-02-01,20.4
61610,26029,1974-03-01,36.075
61611,26029,1974-04-01,78.525
61612,26029,1974-05-01,50.075
61613,26029,1974-06-01,124.075
61614,26029,1974-07-01,100.95
61615,26029,1974-08-01,96.225
61616,26029,1974-09-01,93.5
61617,26029,1974-10-01,60.925
61618,26029,1974-11-01,74.75
61619,26029,1974-12-01,40.6
61620,26029,1975-01-01,74.63333333333333
61621,26029,1975-02-01,35.65
61622,26029,1975-03-01,55.475
61623,26029,1975-04-01,57.2
61624,26029,1975-05-01,104.75
61625,26029,1975-06-01,69.2
61626,26029,1975-07-01,136.025
61627,26029,1975-08-01,104.25
61628,26029,1975-09-01,117.5
61629,26029,1975-10-01,30.0
61630,26029,1975-11-01,82.4
61631,26029,1975-12-01,41.75
61632,26029,1976-01-01,45.125
61633,26029,1976-02-01,52.15
61634,26029,1976-03-01,100.95
61635,26029,1976-04-01,46.35
61636,26029,1976-05-01,92.625
61637,26029,1976-06-01,44.05
61638,26029,1976-07-01,42.325
61639,26029,1976-08-01,46.9
61640,26029,1976-09-01,48.5
61641,26029,1976-10-01,50.95
61642,26029,1976-11-01,57.1
61643,26029,1976-12-01,36.85
61644,26029,1977-01-01,36.65
61645,26029,1977-02-01,58.275
61646,26029,1977-03-01,97.4
61647,26029,1977-04-01,47.525
61648,26029,1977-05-01,19.0
61649,26029,1977-06-01,43.8
61650,26029,1977-07-01,116.825
61651,26029,1977-08-01,160.425
61652,26029,1977-09-01,115.6
61653,26029,1977-10-01,57.225
61654,26029,1977-11-01,97.975
61655,26029,1977-12-01,81.45
61656,26029,1978-01-01,56.025
61657,26029,1978-02-01,15.3
61658,26029,1978-03-01,8.75
61659,26029,1978-04-01,49.8
61660,26029,1978-05-01,93.475
61661,26029,1978-06-01,37.375
61662,26029,1978-07-01,56.375
