,row_no,FIPS,date,rainfall,county_name
13230,13230,26091,2022-07-01,82.76666666666667,Lenawee
13231,13231,26091,2022-08-01,99.45,Lenawee
13232,13232,26091,2022-09-01,64.925,Lenawee
13233,13233,26091,2022-10-01,21.975,Lenawee
13234,13234,26091,2022-11-01,53.925,Lenawee
13235,13235,26091,2022-12-01,47.725,Lenawee
13236,13236,26091,2023-01-01,65.7,Lenawee
13237,13237,26091,2023-02-01,94.525,Lenawee
13238,13238,26091,2023-03-01,92.66,Lenawee
13239,13239,26091,2023-04-01,77.175,Lenawee
13240,13240,26091,2023-05-01,30.15,Lenawee
13241,13241,26091,2023-06-01,61.8,Lenawee
13242,13242,26091,2023-07-01,154.84,Lenawee
13243,13243,26091,2023-08-01,97.62,Lenawee
13244,13244,26091,2023-09-01,45.5,Lenawee
13245,13245,26091,2023-10-01,86.125,Lenawee
13246,13246,26091,2023-11-01,23.44,Lenawee
13247,13247,26091,2023-12-01,46.05,Lenawee
13248,13248,26093,2000-01-01,36.4,Livingston
13249,13249,26093,2000-02-01,32.73333333333333,Livingston
13250,13250,26093,2000-03-01,25.166666666666668,Livingston
13251,13251,26093,2000-04-01,79.83333333333333,Livingston
13252,13252,26093,2000-05-01,142.4,Livingston
13253,13253,26093,2000-06-01,155.1,Livingston
13254,13254,26093,2000-07-01,125.73333333333336,Livingston
13255,13255,26093,2000-08-01,113.7,Livingston
13256,13256,26093,2000-09-01,103.13333333333333,Livingston
13257,13257,26093,2000-10-01,64.15,Livingston
13258,13258,26093,2000-11-01,44.63333333333333,Livingston
13259,13259,26093,2000-12-01,83.66666666666667,Livingston
13260,13260,26093,2001-01-01,20.45,Livingston
13261,13261,26093,2001-02-01,68.8,Livingston
13262,13262,26093,2001-03-01,22.03333333333333,Livingston
13263,13263,26093,2001-04-01,62.6,Livingston
13264,13264,26093,2001-05-01,120.4,Livingston
13265,13265,26093,2001-06-01,85.65,Livingston
13266,13266,26093,2001-07-01,51.16666666666666,Livingston
13267,13267,26093,2001-08-01,67.80000000000001,Livingston
13268,13268,26093,2001-09-01,88.53333333333335,Livingston
13269,13269,26093,2001-10-01,184.75,Livingston
13270,13270,26093,2001-11-01,76.46666666666667,Livingston
13271,13271,26093,2001-12-01,38.9,Livingston
13272,13272,26093,2002-01-01,68.03333333333333,Livingston
13273,13273,26093,2002-02-01,38.4,Livingston
13274,13274,26093,2002-03-01,50.333333333333336,Livingston
13275,13275,26093,2002-04-01,65.10000000000001,Livingston
13276,13276,26093,2002-05-01,82.8,Livingston
13277,13277,26093,2002-06-01,19.8,Livingston
13278,13278,26093,2002-07-01,54.4,Livingston
13279,13279,26093,2002-08-01,55.16666666666666,Livingston
13280,13280,26093,2002-09-01,36.46666666666667,Livingston
13281,13281,26093,2002-10-01,41.46666666666667,Livingston
13282,13282,26093,2002-11-01,35.0,Livingston
13283,13283,26093,2002-12-01,29.85,Livingston
13284,13284,26093,2003-01-01,15.6,Livingston
13285,13285,26093,2003-02-01,43.23333333333333,Livingston
13286,13286,26093,2003-03-01,49.53333333333333,Livingston
13287,13287,26093,2003-04-01,60.2,Livingston
13288,13288,26093,2003-05-01,98.43333333333334,Livingston
13289,13289,26093,2003-06-01,74.43333333333334,Livingston
13290,13290,26093,2003-07-01,35.166666666666664,Livingston
13291,13291,26093,2003-08-01,87.33333333333333,Livingston
13292,13292,26093,2003-09-01,93.53333333333336,Livingston
13293,13293,26093,2003-10-01,61.03333333333333,Livingston
13294,13294,26093,2003-11-01,100.66666666666669,Livingston
13295,13295,26093,2003-12-01,54.6,Livingston
13296,13296,26093,2004-01-01,30.2,Livingston
13297,13297,26093,2004-02-01,22.933333333333334,Livingston
13298,13298,26093,2004-03-01,57.96666666666667,Livingston
13299,13299,26093,2004-04-01,8.65,Livingston
13300,13300,26093,2004-05-01,216.5333333333333,Livingston
13301,13301,26093,2004-06-01,112.36666666666667,Livingston
13302,13302,26093,2004-07-01,174.85000000000002,Livingston
13303,13303,26093,2004-08-01,71.65,Livingston
13304,13304,26093,2004-09-01,13.95,Livingston
13305,13305,26093,2004-10-01,60.1,Livingston
13306,13306,26093,2004-11-01,99.93333333333334,Livingston
13307,13307,26093,2004-12-01,70.0,Livingston
13308,13308,26093,2005-01-01,94.36666666666667,Livingston
13309,13309,26093,2005-02-01,54.53333333333333,Livingston
13310,13310,26093,2005-03-01,34.36666666666667,Livingston
13311,13311,26093,2005-04-01,43.06666666666666,Livingston
13312,13312,26093,2005-05-01,50.400000000000006,Livingston
13313,13313,26093,2005-06-01,88.6,Livingston
13314,13314,26093,2005-07-01,103.75,Livingston
13315,13315,26093,2005-08-01,45.7,Livingston
13316,13316,26093,2005-09-01,59.73333333333333,Livingston
13317,13317,26093,2005-10-01,3.85,Livingston
13318,13318,26093,2005-11-01,104.45,Livingston
13319,13319,26093,2005-12-01,44.8,Livingston
13320,13320,26093,2006-01-01,86.1,Livingston
13321,13321,26093,2006-02-01,61.5,Livingston
13322,13322,26093,2006-03-01,57.36666666666667,Livingston
13323,13323,26093,2006-04-01,59.95,Livingston
13324,13324,26093,2006-05-01,131.63333333333333,Livingston
13325,13325,26093,2006-06-01,62.5,Livingston
13326,13326,26093,2006-07-01,63.366666666666674,Livingston
13327,13327,26093,2006-08-01,79.36666666666666,Livingston
13328,13328,26093,2006-09-01,74.7,Livingston
13329,13329,26093,2006-10-01,99.9,Livingston
13330,13330,26093,2006-11-01,52.06666666666666,Livingston
13331,13331,26093,2006-12-01,80.89999999999999,Livingston
13332,13332,26093,2007-01-01,105.33333333333331,Livingston
13333,13333,26093,2007-02-01,23.7,Livingston
13334,13334,26093,2007-03-01,52.55,Livingston
13335,13335,26093,2007-04-01,68.25,Livingston
13336,13336,26093,2007-05-01,88.45,Livingston
13337,13337,26093,2007-06-01,84.5,Livingston
13338,13338,26093,2007-07-01,31.15,Livingston
13339,13339,26093,2007-08-01,174.63333333333333,Livingston
13340,13340,26093,2007-09-01,42.7,Livingston
13341,13341,26093,2007-10-01,77.02499999999999,Livingston
13342,13342,26093,2007-11-01,57.45,Livingston
13343,13343,26093,2007-12-01,57.75,Livingston
13344,13344,26093,2008-01-01,104.275,Livingston
13345,13345,26093,2008-02-01,99.55,Livingston
13346,13346,26093,2008-03-01,61.1,Livingston
13347,13347,26093,2008-04-01,40.625,Livingston
13348,13348,26093,2008-05-01,59.3,Livingston
13349,13349,26093,2008-06-01,166.8,Livingston
13350,13350,26093,2008-07-01,106.15,Livingston
13351,13351,26093,2008-08-01,28.95,Livingston
13352,13352,26093,2008-09-01,191.1,Livingston
13353,13353,26093,2008-10-01,41.675,Livingston
13354,13354,26093,2008-11-01,69.3,Livingston
13355,13355,26093,2008-12-01,94.66666666666669,Livingston
13356,13356,26093,2009-01-01,28.066666666666663,Livingston
13357,13357,26093,2009-02-01,65.35,Livingston
13358,13358,26093,2009-03-01,100.075,Livingston
13359,13359,26093,2009-04-01,133.47500000000002,Livingston
13360,13360,26093,2009-05-01,91.325,Livingston
13361,13361,26093,2009-06-01,130.35,Livingston
13362,13362,26093,2009-07-01,32.0,Livingston
13363,13363,26093,2009-08-01,110.675,Livingston
13364,13364,26093,2009-09-01,40.975,Livingston
13365,13365,26093,2009-10-01,103.2,Livingston
13366,13366,26093,2009-11-01,25.7,Livingston
13367,13367,26093,2009-12-01,64.55,Livingston
13368,13368,26093,2010-01-01,18.6,Livingston
13369,13369,26093,2010-02-01,40.0,Livingston
13370,13370,26093,2010-03-01,29.35,Livingston
13371,13371,26093,2010-04-01,53.0,Livingston
13372,13372,26093,2010-05-01,173.375,Livingston
13373,13373,26093,2010-06-01,147.14999999999998,Livingston
13374,13374,26093,2010-07-01,119.36,Livingston
13375,13375,26093,2010-08-01,19.625,Livingston
13376,13376,26093,2010-09-01,72.825,Livingston
13377,13377,26093,2010-10-01,26.65,Livingston
13378,13378,26093,2010-11-01,58.25,Livingston
13379,13379,26093,2010-12-01,22.866666666666664,Livingston
13380,13380,26093,2011-01-01,37.4,Livingston
13381,13381,26093,2011-02-01,56.26666666666667,Livingston
13382,13382,26093,2011-03-01,90.825,Livingston
13383,13383,26093,2011-04-01,165.86,Livingston
13384,13384,26093,2011-05-01,161.72,Livingston
13385,13385,26093,2011-06-01,46.95,Livingston
13386,13386,26093,2011-07-01,92.7,Livingston
13387,13387,26093,2011-08-01,138.3,Livingston
13388,13388,26093,2011-09-01,138.8,Livingston
13389,13389,26093,2011-10-01,62.925,Livingston
13390,13390,26093,2011-11-01,102.26666666666668,Livingston
13391,13391,26093,2011-12-01,55.275,Livingston
13392,13392,26093,2012-01-01,59.2,Livingston
13393,13393,26093,2012-02-01,46.125,Livingston
13394,13394,26093,2012-03-01,85.7,Livingston
13395,13395,26093,2012-04-01,54.63333333333333,Livingston
13396,13396,26093,2012-05-01,59.45714285714286,Livingston
13397,13397,26093,2012-06-01,41.8125,Livingston
13398,13398,26093,2012-07-01,79.47999999999999,Livingston
13399,13399,26093,2012-08-01,92.29999999999998,Livingston
13400,13400,26093,2012-09-01,58.16,Livingston
13401,13401,26093,2012-10-01,93.04285714285712,Livingston
13402,13402,26093,2012-11-01,17.075,Livingston
13403,13403,26093,2012-12-01,65.02857142857142,Livingston
13404,13404,26093,2013-01-01,93.4,Livingston
13405,13405,26093,2013-02-01,50.54285714285714,Livingston
13406,13406,26093,2013-03-01,18.83333333333333,Livingston
13407,13407,26093,2013-04-01,159.0,Livingston
13408,13408,26093,2013-05-01,54.0375,Livingston
13409,13409,26093,2013-06-01,179.6,Livingston
13410,13410,26093,2013-07-01,66.52000000000001,Livingston
13411,13411,26093,2013-08-01,88.39999999999999,Livingston
13412,13412,26093,2013-09-01,37.9125,Livingston
13413,13413,26093,2013-10-01,82.58571428571429,Livingston
13414,13414,26093,2013-11-01,51.94285714285714,Livingston
13415,13415,26093,2013-12-01,65.17999999999999,Livingston
13416,13416,26093,2014-01-01,66.26,Livingston
13417,13417,26093,2014-02-01,43.975,Livingston
13418,13418,26093,2014-03-01,43.8,Livingston
13419,13419,26093,2014-04-01,56.5,Livingston
13420,13420,26093,2014-05-01,158.26666666666668,Livingston
13421,13421,26093,2014-06-01,107.35,Livingston
13422,13422,26093,2014-07-01,98.5,Livingston
13423,13423,26093,2014-08-01,98.06666666666666,Livingston
13424,13424,26093,2014-09-01,83.42857142857143,Livingston
13425,13425,26093,2014-10-01,52.61666666666667,Livingston
13426,13426,26093,2014-11-01,44.7,Livingston
13427,13427,26093,2014-12-01,42.72,Livingston
13428,13428,26093,2015-01-01,46.18,Livingston
13429,13429,26093,2015-02-01,34.05,Livingston
13430,13430,26093,2015-03-01,23.066666666666663,Livingston
13431,13431,26093,2015-04-01,45.86,Livingston
13432,13432,26093,2015-05-01,85.3,Livingston
13433,13433,26093,2015-06-01,149.43333333333334,Livingston
13434,13434,26093,2015-07-01,72.55000000000001,Livingston
13435,13435,26093,2015-08-01,78.56666666666666,Livingston
13436,13436,26093,2015-09-01,47.16,Livingston
13437,13437,26093,2015-10-01,50.425,Livingston
13438,13438,26093,2015-11-01,66.13333333333334,Livingston
13439,13439,26093,2015-12-01,49.16666666666666,Livingston
13440,13440,26093,2016-01-01,27.85,Livingston
13441,13441,26093,2016-02-01,42.900000000000006,Livingston
13442,13442,26093,2016-03-01,91.43333333333334,Livingston
13443,13443,26093,2016-04-01,60.725,Livingston
13444,13444,26093,2016-05-01,79.925,Livingston
13445,13445,26093,2016-06-01,43.825,Livingston
13446,13446,26093,2016-07-01,144.16666666666666,Livingston
13447,13447,26093,2016-08-01,129.46666666666667,Livingston
13448,13448,26093,2016-09-01,97.275,Livingston
13449,13449,26093,2016-10-01,89.46666666666665,Livingston
13450,13450,26093,2016-11-01,45.3,Livingston
13451,13451,26093,2016-12-01,39.6,Livingston
13452,13452,26093,2017-01-01,81.2,Livingston
13453,13453,26093,2017-02-01,38.05,Livingston
13454,13454,26093,2017-03-01,100.4,Livingston
13455,13455,26093,2017-04-01,104.1,Livingston
13456,13456,26093,2017-05-01,102.3,Livingston
13457,13457,26093,2017-06-01,48.675,Livingston
13458,13458,26093,2017-07-01,80.82000000000001,Livingston
13459,13459,26093,2017-08-01,65.675,Livingston
13460,13460,26093,2017-09-01,18.1,Livingston
13461,13461,26093,2017-10-01,149.3,Livingston
13462,13462,26093,2017-11-01,81.32000000000001,Livingston
13463,13463,26093,2017-12-01,36.4,Livingston
13464,13464,26093,2018-01-01,24.433333333333334,Livingston
13465,13465,26093,2018-02-01,102.55,Livingston
13466,13466,26093,2018-03-01,41.13333333333333,Livingston
13467,13467,26093,2018-04-01,63.76666666666666,Livingston
13468,13468,26093,2018-05-01,159.55,Livingston
13469,13469,26093,2018-06-01,67.56666666666666,Livingston
13470,13470,26093,2018-07-01,35.45,Livingston
13471,13471,26093,2018-08-01,89.35,Livingston
13472,13472,26093,2018-09-01,114.13333333333333,Livingston
13473,13473,26093,2018-10-01,117.23333333333332,Livingston
13474,13474,26093,2018-11-01,57.325,Livingston
13475,13475,26093,2018-12-01,44.825,Livingston
13476,13476,26093,2019-01-01,41.325,Livingston
13477,13477,26093,2019-02-01,45.3,Livingston
13478,13478,26093,2019-03-01,49.575,Livingston
13479,13479,26093,2019-04-01,97.74,Livingston
13480,13480,26093,2019-05-01,101.5,Livingston
13481,13481,26093,2019-06-01,113.71666666666664,Livingston
13482,13482,26093,2019-07-01,160.45999999999998,Livingston
13483,13483,26093,2019-08-01,49.825,Livingston
13484,13484,26093,2019-09-01,125.76666666666668,Livingston
13485,13485,26093,2019-10-01,108.32,Livingston
13486,13486,26093,2019-11-01,68.26666666666667,Livingston
13487,13487,26093,2019-12-01,58.26666666666667,Livingston
13488,13488,26093,2020-01-01,105.43333333333334,Livingston
13489,13489,26093,2020-02-01,29.433333333333337,Livingston
13490,13490,26093,2020-03-01,67.15,Livingston
13491,13491,26093,2020-04-01,42.725,Livingston
13492,13492,26093,2020-05-01,118.05,Livingston
13493,13493,26093,2020-06-01,67.7,Livingston
13494,13494,26093,2020-07-01,80.125,Livingston
13495,13495,26093,2020-08-01,119.825,Livingston
13496,13496,26093,2020-09-01,68.88,Livingston
13497,13497,26093,2020-10-01,73.84,Livingston
13498,13498,26093,2020-11-01,49.075,Livingston
13499,13499,26093,2020-12-01,39.6,Livingston
13500,13500,26093,2021-01-01,29.7,Livingston
13501,13501,26093,2021-02-01,29.1,Livingston
13502,13502,26093,2021-03-01,44.625,Livingston
13503,13503,26093,2021-04-01,49.760000000000005,Livingston
13504,13504,26093,2021-05-01,47.98,Livingston
13505,13505,26093,2021-06-01,176.0666666666667,Livingston
13506,13506,26093,2021-07-01,112.96,Livingston
13507,13507,26093,2021-08-01,157.73333333333332,Livingston
13508,13508,26093,2021-09-01,146.12857142857143,Livingston
13509,13509,26093,2021-10-01,164.18,Livingston
13510,13510,26093,2021-11-01,37.725,Livingston
13511,13511,26093,2021-12-01,47.23333333333333,Livingston
13512,13512,26093,2022-01-01,15.366666666666667,Livingston
13513,13513,26093,2022-02-01,64.36666666666666,Livingston
13514,13514,26093,2022-03-01,61.13333333333333,Livingston
13515,13515,26093,2022-04-01,72.775,Livingston
13516,13516,26093,2022-05-01,91.15,Livingston
13517,13517,26093,2022-06-01,73.5,Livingston
13518,13518,26093,2022-07-01,70.86666666666666,Livingston
13519,13519,26093,2022-08-01,82.5,Livingston
13520,13520,26093,2022-09-01,59.1625,Livingston
13521,13521,26093,2022-10-01,35.528571428571425,Livingston
13522,13522,26093,2022-11-01,20.26,Livingston
13523,13523,26093,2022-12-01,35.13333333333333,Livingston
13524,13524,26093,2023-01-01,48.2,Livingston
13525,13525,26093,2023-02-01,66.86666666666666,Livingston
13526,13526,26093,2023-03-01,78.39999999999999,Livingston
13527,13527,26093,2023-04-01,130.28333333333333,Livingston
13528,13528,26093,2023-05-01,30.2125,Livingston
13529,13529,26093,2023-06-01,56.771428571428565,Livingston
13530,13530,26093,2023-07-01,151.325,Livingston
13531,13531,26093,2023-08-01,162.35714285714286,Livingston
13532,13532,26093,2023-09-01,52.24285714285714,Livingston
13533,13533,26093,2023-10-01,96.88333333333333,Livingston
13534,13534,26093,2023-11-01,35.800000000000004,Livingston
13535,13535,26093,2023-12-01,60.81428571428571,Livingston
13536,13536,26095,2000-01-01,,Luce
13537,13537,26095,2000-02-01,0.0,Luce
13538,13538,26095,2000-03-01,0.0,Luce
13539,13539,26095,2000-04-01,5.6,Luce
13540,13540,26095,2000-05-01,15.9,Luce
13541,13541,26095,2000-06-01,86.9,Luce
13542,13542,26095,2000-07-01,20.3,Luce
13543,13543,26095,2000-08-01,3.9,Luce
13544,13544,26095,2000-09-01,93.3,Luce
13545,13545,26095,2000-10-01,,Luce
13546,13546,26095,2000-11-01,,Luce
13547,13547,26095,2000-12-01,,Luce
13548,13548,26095,2001-01-01,,Luce
13549,13549,26095,2001-02-01,,Luce
13550,13550,26095,2001-03-01,,Luce
13551,13551,26095,2001-04-01,38.9,Luce
13552,13552,26095,2001-05-01,67.2,Luce
13553,13553,26095,2001-06-01,98.3,Luce
13554,13554,26095,2001-07-01,83.5,Luce
13555,13555,26095,2001-08-01,100.6,Luce
13556,13556,26095,2001-09-01,110.7,Luce
13557,13557,26095,2001-10-01,156.1,Luce
13558,13558,26095,2001-11-01,18.8,Luce
13559,13559,26095,2001-12-01,,Luce
13560,13560,26095,2002-01-01,,Luce
13561,13561,26095,2002-02-01,,Luce
13562,13562,26095,2002-03-01,,Luce
13563,13563,26095,2002-04-01,56.2,Luce
13564,13564,26095,2002-05-01,141.7,Luce
13565,13565,26095,2002-06-01,128.2,Luce
13566,13566,26095,2002-07-01,28.4,Luce
13567,13567,26095,2002-08-01,161.3,Luce
13568,13568,26095,2002-09-01,83.5,Luce
13569,13569,26095,2002-10-01,116.6,Luce
13570,13570,26095,2002-11-01,21.5,Luce
13571,13571,26095,2002-12-01,0.8,Luce
13572,13572,26095,2003-01-01,0.0,Luce
13573,13573,26095,2003-02-01,0.0,Luce
13574,13574,26095,2003-03-01,,Luce
13575,13575,26095,2003-04-01,0.0,Luce
13576,13576,26095,2003-05-01,102.4,Luce
13577,13577,26095,2003-06-01,53.1,Luce
13578,13578,26095,2003-07-01,113.0,Luce
13579,13579,26095,2003-08-01,62.5,Luce
13580,13580,26095,2003-09-01,87.8,Luce
13581,13581,26095,2003-10-01,50.0,Luce
13582,13582,26095,2003-11-01,46.5,Luce
13583,13583,26095,2003-12-01,,Luce
13584,13584,26095,2004-01-01,,Luce
13585,13585,26095,2004-02-01,20.3,Luce
13586,13586,26095,2004-03-01,,Luce
13587,13587,26095,2004-04-01,,Luce
13588,13588,26095,2004-05-01,64.6,Luce
13589,13589,26095,2004-06-01,66.4,Luce
13590,13590,26095,2004-07-01,68.4,Luce
13591,13591,26095,2004-08-01,73.3,Luce
13592,13592,26095,2004-09-01,59.2,Luce
13593,13593,26095,2004-10-01,,Luce
13594,13594,26095,2004-11-01,,Luce
13595,13595,26095,2004-12-01,,Luce
13596,13596,26095,2005-01-01,,Luce
13597,13597,26095,2005-02-01,,Luce
13598,13598,26095,2005-03-01,,Luce
13599,13599,26095,2005-04-01,,Luce
13600,13600,26095,2005-05-01,,Luce
13601,13601,26095,2005-06-01,,Luce
13602,13602,26095,2005-07-01,,Luce
13603,13603,26095,2005-08-01,,Luce
13604,13604,26095,2005-09-01,,Luce
13605,13605,26095,2005-10-01,,Luce
13606,13606,26095,2005-11-01,,Luce
13607,13607,26095,2005-12-01,,Luce
13608,13608,26095,2006-01-01,,Luce
13609,13609,26095,2006-02-01,,Luce
13610,13610,26095,2006-03-01,,Luce
13611,13611,26095,2006-04-01,,Luce
13612,13612,26095,2006-05-01,37.5,Luce
13613,13613,26095,2006-06-01,18.3,Luce
13614,13614,26095,2006-07-01,28.2,Luce
13615,13615,26095,2006-08-01,,Luce
13616,13616,26095,2006-09-01,,Luce
13617,13617,26095,2006-10-01,,Luce
13618,13618,26095,2006-11-01,,Luce
13619,13619,26095,2006-12-01,,Luce
13620,13620,26095,2007-01-01,,Luce
13621,13621,26095,2007-02-01,,Luce
13622,13622,26095,2007-03-01,,Luce
13623,13623,26095,2007-04-01,,Luce
13624,13624,26095,2007-05-01,,Luce
13625,13625,26095,2007-06-01,,Luce
13626,13626,26095,2007-07-01,,Luce
13627,13627,26095,2007-08-01,,Luce
13628,13628,26095,2007-09-01,,Luce
13629,13629,26095,2007-10-01,141.2,Luce
13630,13630,26095,2007-11-01,77.8,Luce
13631,13631,26095,2007-12-01,90.5,Luce
13632,13632,26095,2008-01-01,114.3,Luce
13633,13633,26095,2008-02-01,57.8,Luce
13634,13634,26095,2008-03-01,44.6,Luce
13635,13635,26095,2008-04-01,126.2,Luce
13636,13636,26095,2008-05-01,77.8,Luce
13637,13637,26095,2008-06-01,66.9,Luce
13638,13638,26095,2008-07-01,116.6,Luce
13639,13639,26095,2008-08-01,53.9,Luce
13640,13640,26095,2008-09-01,48.2,Luce
13641,13641,26095,2008-10-01,68.3,Luce
13642,13642,26095,2008-11-01,86.8,Luce
13643,13643,26095,2008-12-01,117.6,Luce
13644,13644,26095,2009-01-01,39.3,Luce
13645,13645,26095,2009-02-01,55.2,Luce
13646,13646,26095,2009-03-01,31.3,Luce
13647,13647,26095,2009-04-01,44.2,Luce
13648,13648,26095,2009-05-01,83.7,Luce
13649,13649,26095,2009-06-01,63.65,Luce
13650,13650,26095,2009-07-01,73.44999999999999,Luce
13651,13651,26095,2009-08-01,110.5,Luce
13652,13652,26095,2009-09-01,13.0,Luce
13653,13653,26095,2009-10-01,157.95,Luce
13654,13654,26095,2009-11-01,33.900000000000006,Luce
13655,13655,26095,2009-12-01,82.65,Luce
13656,13656,26095,2010-01-01,32.849999999999994,Luce
13657,13657,26095,2010-02-01,16.200000000000003,Luce
13658,13658,26095,2010-03-01,2.15,Luce
13659,13659,26095,2010-04-01,28.7,Luce
13660,13660,26095,2010-05-01,36.55,Luce
13661,13661,26095,2010-06-01,215.2,Luce
13662,13662,26095,2010-07-01,52.3,Luce
13663,13663,26095,2010-08-01,75.8,Luce
13664,13664,26095,2010-09-01,238.0,Luce
13665,13665,26095,2010-10-01,71.2,Luce
13666,13666,26095,2010-11-01,67.9,Luce
13667,13667,26095,2010-12-01,48.1,Luce
13668,13668,26095,2011-01-01,30.8,Luce
13669,13669,26095,2011-02-01,19.7,Luce
13670,13670,26095,2011-03-01,39.9,Luce
13671,13671,26095,2011-04-01,142.2,Luce
13672,13672,26095,2011-05-01,70.2,Luce
13673,13673,26095,2011-06-01,76.6,Luce
13674,13674,26095,2011-07-01,63.8,Luce
13675,13675,26095,2011-08-01,47.8,Luce
13676,13676,26095,2011-09-01,116.0,Luce
13677,13677,26095,2011-10-01,,Luce
13678,13678,26095,2011-11-01,,Luce
13679,13679,26095,2011-12-01,,Luce
13680,13680,26095,2012-01-01,,Luce
13681,13681,26095,2012-02-01,,Luce
13682,13682,26095,2012-03-01,,Luce
13683,13683,26095,2012-04-01,,Luce
13684,13684,26095,2012-05-01,,Luce
13685,13685,26095,2012-06-01,110.7,Luce
13686,13686,26095,2012-07-01,120.7,Luce
13687,13687,26095,2012-08-01,54.1,Luce
13688,13688,26095,2012-09-01,90.2,Luce
13689,13689,26095,2012-10-01,137.4,Luce
13690,13690,26095,2012-11-01,44.5,Luce
13691,13691,26095,2012-12-01,64.1,Luce
13692,13692,26095,2013-01-01,64.9,Luce
13693,13693,26095,2013-02-01,72.6,Luce
13694,13694,26095,2013-03-01,53.1,Luce
13695,13695,26095,2013-04-01,69.9,Luce
13696,13696,26095,2013-05-01,62.7,Luce
13697,13697,26095,2013-06-01,66.4,Luce
13698,13698,26095,2013-07-01,190.5,Luce
13699,13699,26095,2013-08-01,119.8,Luce
13700,13700,26095,2013-09-01,67.1,Luce
13701,13701,26095,2013-10-01,76.8,Luce
13702,13702,26095,2013-11-01,149.3,Luce
13703,13703,26095,2013-12-01,57.0,Luce
13704,13704,26095,2014-01-01,83.8,Luce
13705,13705,26095,2014-02-01,25.6,Luce
13706,13706,26095,2014-03-01,31.8,Luce
13707,13707,26095,2014-04-01,93.4,Luce
13708,13708,26095,2014-05-01,71.3,Luce
13709,13709,26095,2014-06-01,55.5,Luce
13710,13710,26095,2014-07-01,48.8,Luce
13711,13711,26095,2014-08-01,87.7,Luce
13712,13712,26095,2014-09-01,112.9,Luce
13713,13713,26095,2014-10-01,166.8,Luce
13714,13714,26095,2014-11-01,131.89999999999998,Luce
13715,13715,26095,2014-12-01,63.0,Luce
13716,13716,26095,2015-01-01,45.6,Luce
13717,13717,26095,2015-02-01,34.5,Luce
13718,13718,26095,2015-03-01,31.0,Luce
13719,13719,26095,2015-04-01,34.0,Luce
13720,13720,26095,2015-05-01,75.9,Luce
13721,13721,26095,2015-06-01,49.0,Luce
13722,13722,26095,2015-07-01,76.9,Luce
13723,13723,26095,2015-08-01,36.95,Luce
13724,13724,26095,2015-09-01,80.80000000000001,Luce
13725,13725,26095,2015-10-01,66.05,Luce
13726,13726,26095,2015-11-01,102.5,Luce
13727,13727,26095,2015-12-01,118.9,Luce
13728,13728,26095,2016-01-01,71.55,Luce
13729,13729,26095,2016-02-01,57.6,Luce
13730,13730,26095,2016-03-01,49.9,Luce
13731,13731,26095,2016-04-01,77.30000000000001,Luce
13732,13732,26095,2016-05-01,33.15,Luce
13733,13733,26095,2016-06-01,82.5,Luce
13734,13734,26095,2016-07-01,103.7,Luce
13735,13735,26095,2016-08-01,81.19999999999999,Luce
13736,13736,26095,2016-09-01,201.1,Luce
13737,13737,26095,2016-10-01,104.05,Luce
13738,13738,26095,2016-11-01,45.5,Luce
13739,13739,26095,2016-12-01,73.65,Luce
13740,13740,26095,2017-01-01,60.7,Luce
13741,13741,26095,2017-02-01,78.9,Luce
13742,13742,26095,2017-03-01,44.4,Luce
13743,13743,26095,2017-04-01,65.9,Luce
13744,13744,26095,2017-05-01,100.3,Luce
13745,13745,26095,2017-06-01,133.45,Luce
13746,13746,26095,2017-07-01,73.1,Luce
13747,13747,26095,2017-08-01,117.9,Luce
13748,13748,26095,2017-09-01,39.400000000000006,Luce
13749,13749,26095,2017-10-01,171.45,Luce
13750,13750,26095,2017-11-01,64.5,Luce
13751,13751,26095,2017-12-01,101.65,Luce
13752,13752,26095,2018-01-01,58.85,Luce
13753,13753,26095,2018-02-01,35.35,Luce
13754,13754,26095,2018-03-01,12.75,Luce
13755,13755,26095,2018-04-01,67.5,Luce
13756,13756,26095,2018-05-01,52.05,Luce
13757,13757,26095,2018-06-01,38.5,Luce
13758,13758,26095,2018-07-01,68.0,Luce
13759,13759,26095,2018-08-01,65.55,Luce
13760,13760,26095,2018-09-01,101.65,Luce
13761,13761,26095,2018-10-01,198.9,Luce
13762,13762,26095,2018-11-01,69.4,Luce
13763,13763,26095,2018-12-01,36.5,Luce
13764,13764,26095,2019-01-01,83.4,Luce
13765,13765,26095,2019-02-01,95.6,Luce
13766,13766,26095,2019-03-01,,Luce
13767,13767,26095,2019-04-01,111.1,Luce
13768,13768,26095,2019-05-01,147.8,Luce
13769,13769,26095,2019-06-01,,Luce
13770,13770,26095,2019-07-01,,Luce
13771,13771,26095,2019-08-01,,Luce
13772,13772,26095,2019-09-01,109.9,Luce
13773,13773,26095,2019-10-01,148.4,Luce
13774,13774,26095,2019-11-01,41.1,Luce
13775,13775,26095,2019-12-01,,Luce
13776,13776,26095,2020-01-01,67.2,Luce
13777,13777,26095,2020-02-01,27.7,Luce
13778,13778,26095,2020-03-01,66.4,Luce
13779,13779,26095,2020-04-01,,Luce
13780,13780,26095,2020-05-01,23.9,Luce
13781,13781,26095,2020-06-01,,Luce
13782,13782,26095,2020-07-01,97.9,Luce
13783,13783,26095,2020-08-01,102.8,Luce
13784,13784,26095,2020-09-01,55.2,Luce
