,row_no,FIPS,date,rainfall,county_name
1487,1487,26011,2003-12-01,39.8,Arenac
1488,1488,26011,2004-01-01,42.1,Arenac
1489,1489,26011,2004-02-01,25.1,Arenac
1490,1490,26011,2004-03-01,73.2,Arenac
1491,1491,26011,2004-04-01,69.5,Arenac
1492,1492,26011,2004-05-01,207.7,Arenac
1493,1493,26011,2004-06-01,72.7,Arenac
1494,1494,26011,2004-07-01,37.2,Arenac
1495,1495,26011,2004-08-01,71.2,Arenac
1496,1496,26011,2004-09-01,4.6,Arenac
1497,1497,26011,2004-10-01,63.8,Arenac
1498,1498,26011,2004-11-01,75.0,Arenac
1499,1499,26011,2004-12-01,,Arenac
1500,1500,26011,2005-01-01,59.6,Arenac
1501,1501,26011,2005-02-01,39.7,Arenac
1502,1502,26011,2005-03-01,20.5,Arenac
1503,1503,26011,2005-04-01,25.1,Arenac
1504,1504,26011,2005-05-01,65.6,Arenac
1505,1505,26011,2005-06-01,146.1,Arenac
1506,1506,26011,2005-07-01,109.0,Arenac
1507,1507,26011,2005-08-01,36.3,Arenac
1508,1508,26011,2005-09-01,139.0,Arenac
1509,1509,26011,2005-10-01,16.0,Arenac
1510,1510,26011,2005-11-01,89.8,Arenac
1511,1511,26011,2005-12-01,46.0,Arenac
1512,1512,26011,2006-01-01,61.6,Arenac
1513,1513,26011,2006-02-01,48.8,Arenac
1514,1514,26011,2006-03-01,81.6,Arenac
1515,1515,26011,2006-04-01,76.6,Arenac
1516,1516,26011,2006-05-01,145.8,Arenac
1517,1517,26011,2006-06-01,70.6,Arenac
1518,1518,26011,2006-07-01,76.6,Arenac
1519,1519,26011,2006-08-01,55.1,Arenac
1520,1520,26011,2006-09-01,94.0,Arenac
1521,1521,26011,2006-10-01,97.9,Arenac
1522,1522,26011,2006-11-01,81.0,Arenac
1523,1523,26011,2006-12-01,64.8,Arenac
1524,1524,26011,2007-01-01,51.7,Arenac
1525,1525,26011,2007-02-01,19.4,Arenac
1526,1526,26011,2007-03-01,75.9,Arenac
1527,1527,26011,2007-04-01,79.9,Arenac
1528,1528,26011,2007-05-01,56.1,Arenac
1529,1529,26011,2007-06-01,49.1,Arenac
1530,1530,26011,2007-07-01,68.5,Arenac
1531,1531,26011,2007-08-01,59.9,Arenac
1532,1532,26011,2007-09-01,30.4,Arenac
1533,1533,26011,2007-10-01,57.1,Arenac
1534,1534,26011,2007-11-01,26.0,Arenac
1535,1535,26011,2007-12-01,59.5,Arenac
1536,1536,26011,2008-01-01,66.3,Arenac
1537,1537,26011,2008-02-01,50.6,Arenac
1538,1538,26011,2008-03-01,11.7,Arenac
1539,1539,26011,2008-04-01,79.0,Arenac
1540,1540,26011,2008-05-01,43.4,Arenac
1541,1541,26011,2008-06-01,96.2,Arenac
1542,1542,26011,2008-07-01,104.2,Arenac
1543,1543,26011,2008-08-01,64.3,Arenac
1544,1544,26011,2008-09-01,119.3,Arenac
1545,1545,26011,2008-10-01,54.6,Arenac
1546,1546,26011,2008-11-01,35.6,Arenac
1547,1547,26011,2008-12-01,91.4,Arenac
1548,1548,26011,2009-01-01,13.9,Arenac
1549,1549,26011,2009-02-01,62.6,Arenac
1550,1550,26011,2009-03-01,66.5,Arenac
1551,1551,26011,2009-04-01,95.7,Arenac
1552,1552,26011,2009-05-01,68.3,Arenac
1553,1553,26011,2009-06-01,97.3,Arenac
1554,1554,26011,2009-07-01,38.4,Arenac
1555,1555,26011,2009-08-01,91.3,Arenac
1556,1556,26011,2009-09-01,49.0,Arenac
1557,1557,26011,2009-10-01,120.1,Arenac
1558,1558,26011,2009-11-01,17.8,Arenac
1559,1559,26011,2009-12-01,39.1,Arenac
1560,1560,26011,2010-01-01,8.0,Arenac
1561,1561,26011,2010-02-01,6.8,Arenac
1562,1562,26011,2010-03-01,,Arenac
1563,1563,26011,2010-04-01,56.7,Arenac
1564,1564,26011,2010-05-01,84.3,Arenac
1565,1565,26011,2010-06-01,189.4,Arenac
1566,1566,26011,2010-07-01,107.5,Arenac
1567,1567,26011,2010-08-01,68.7,Arenac
1568,1568,26011,2010-09-01,70.8,Arenac
1569,1569,26011,2010-10-01,59.3,Arenac
1570,1570,26011,2010-11-01,33.3,Arenac
1571,1571,26011,2010-12-01,20.6,Arenac
1572,1572,26011,2011-01-01,23.6,Arenac
1573,1573,26011,2011-02-01,16.4,Arenac
1574,1574,26011,2011-03-01,33.7,Arenac
1575,1575,26011,2011-04-01,181.2,Arenac
1576,1576,26011,2011-05-01,,Arenac
1577,1577,26011,2011-06-01,100.1,Arenac
1578,1578,26011,2011-07-01,69.4,Arenac
1579,1579,26011,2011-08-01,139.0,Arenac
1580,1580,26011,2011-09-01,64.9,Arenac
1581,1581,26011,2011-10-01,81.8,Arenac
1582,1582,26011,2011-11-01,39.0,Arenac
1583,1583,26011,2011-12-01,35.1,Arenac
1584,1584,26011,2012-01-01,33.6,Arenac
1585,1585,26011,2012-02-01,17.0,Arenac
1586,1586,26011,2012-03-01,108.4,Arenac
1587,1587,26011,2012-04-01,,Arenac
1588,1588,26011,2012-05-01,,Arenac
1589,1589,26011,2012-06-01,,Arenac
1590,1590,26011,2012-07-01,,Arenac
1591,1591,26011,2012-08-01,,Arenac
1592,1592,26011,2012-09-01,,Arenac
1593,1593,26011,2012-10-01,,Arenac
1594,1594,26011,2012-11-01,8.2,Arenac
1595,1595,26011,2012-12-01,39.2,Arenac
1596,1596,26011,2013-01-01,,Arenac
1597,1597,26011,2013-02-01,,Arenac
1598,1598,26011,2013-03-01,,Arenac
1599,1599,26011,2013-04-01,,Arenac
1600,1600,26011,2013-05-01,140.9,Arenac
1601,1601,26011,2013-06-01,,Arenac
1602,1602,26011,2013-07-01,,Arenac
1603,1603,26011,2013-08-01,,Arenac
1604,1604,26011,2013-09-01,20.2,Arenac
1605,1605,26011,2013-10-01,80.2,Arenac
1606,1606,26011,2013-11-01,67.5,Arenac
1607,1607,26011,2013-12-01,,Arenac
1608,1608,26011,2014-01-01,39.6,Arenac
1609,1609,26011,2014-02-01,59.8,Arenac
1610,1610,26011,2014-03-01,,Arenac
1611,1611,26011,2014-04-01,189.1,Arenac
1612,1612,26011,2014-05-01,101.0,Arenac
1613,1613,26011,2014-06-01,61.1,Arenac
1614,1614,26011,2014-07-01,,Arenac
1615,1615,26011,2014-08-01,,Arenac
1616,1616,26011,2014-09-01,67.4,Arenac
1617,1617,26011,2014-10-01,68.3,Arenac
1618,1618,26011,2014-11-01,121.5,Arenac
1619,1619,26011,2014-12-01,,Arenac
1620,1620,26011,2015-01-01,,Arenac
1621,1621,26011,2015-02-01,,Arenac
1622,1622,26011,2015-03-01,18.1,Arenac
1623,1623,26011,2015-04-01,67.6,Arenac
1624,1624,26011,2015-05-01,122.7,Arenac
1625,1625,26011,2015-06-01,74.6,Arenac
1626,1626,26011,2015-07-01,,Arenac
1627,1627,26011,2015-08-01,,Arenac
1628,1628,26011,2015-09-01,134.3,Arenac
1629,1629,26011,2015-10-01,67.5,Arenac
1630,1630,26011,2015-11-01,61.2,Arenac
1631,1631,26011,2015-12-01,83.5,Arenac
1632,1632,26011,2016-01-01,30.3,Arenac
1633,1633,26011,2016-02-01,61.0,Arenac
1634,1634,26011,2016-03-01,91.15,Arenac
1635,1635,26011,2016-04-01,70.2,Arenac
1636,1636,26011,2016-05-01,42.25,Arenac
1637,1637,26011,2016-06-01,54.65,Arenac
1638,1638,26011,2016-07-01,84.8,Arenac
1639,1639,26011,2016-08-01,141.2,Arenac
1640,1640,26011,2016-09-01,85.7,Arenac
1641,1641,26011,2016-10-01,83.5,Arenac
1642,1642,26011,2016-11-01,43.7,Arenac
1643,1643,26011,2016-12-01,50.2,Arenac
1644,1644,26011,2017-01-01,60.05,Arenac
1645,1645,26011,2017-02-01,42.8,Arenac
1646,1646,26011,2017-03-01,77.94999999999999,Arenac
1647,1647,26011,2017-04-01,120.8,Arenac
1648,1648,26011,2017-05-01,64.0,Arenac
1649,1649,26011,2017-06-01,128.85,Arenac
1650,1650,26011,2017-07-01,59.45,Arenac
1651,1651,26011,2017-08-01,103.3,Arenac
1652,1652,26011,2017-09-01,16.4,Arenac
1653,1653,26011,2017-10-01,153.2,Arenac
1654,1654,26011,2017-11-01,57.5,Arenac
1655,1655,26011,2017-12-01,41.85,Arenac
1656,1656,26011,2018-01-01,37.65,Arenac
1657,1657,26011,2018-02-01,77.1,Arenac
1658,1658,26011,2018-03-01,16.049999999999997,Arenac
1659,1659,26011,2018-04-01,102.75,Arenac
1660,1660,26011,2018-05-01,103.3,Arenac
1661,1661,26011,2018-06-01,40.05,Arenac
1662,1662,26011,2018-07-01,100.35,Arenac
1663,1663,26011,2018-08-01,93.9,Arenac
1664,1664,26011,2018-09-01,64.1,Arenac
1665,1665,26011,2018-10-01,101.6,Arenac
1666,1666,26011,2018-11-01,60.6,Arenac
1667,1667,26011,2018-12-01,53.7,Arenac
1668,1668,26011,2019-01-01,59.75,Arenac
1669,1669,26011,2019-02-01,66.8,Arenac
1670,1670,26011,2019-03-01,30.9,Arenac
1671,1671,26011,2019-04-01,79.75,Arenac
1672,1672,26011,2019-05-01,106.05,Arenac
1673,1673,26011,2019-06-01,91.8,Arenac
1674,1674,26011,2019-07-01,56.3,Arenac
1675,1675,26011,2019-08-01,35.8,Arenac
1676,1676,26011,2019-09-01,71.80000000000001,Arenac
1677,1677,26011,2019-10-01,107.05,Arenac
1678,1678,26011,2019-11-01,91.0,Arenac
1679,1679,26011,2019-12-01,82.5,Arenac
1680,1680,26011,2020-01-01,64.4,Arenac
1681,1681,26011,2020-02-01,28.1,Arenac
1682,1682,26011,2020-03-01,47.95,Arenac
1683,1683,26011,2020-04-01,64.5,Arenac
1684,1684,26011,2020-05-01,225.75,Arenac
1685,1685,26011,2020-06-01,35.5,Arenac
1686,1686,26011,2020-07-01,58.5,Arenac
1687,1687,26011,2020-08-01,112.95,Arenac
1688,1688,26011,2020-09-01,45.8,Arenac
1689,1689,26011,2020-10-01,64.6,Arenac
1690,1690,26011,2020-11-01,49.400000000000006,Arenac
1691,1691,26011,2020-12-01,43.45,Arenac
1692,1692,26011,2021-01-01,20.3,Arenac
1693,1693,26011,2021-02-01,28.65,Arenac
1694,1694,26011,2021-03-01,25.75,Arenac
1695,1695,26011,2021-04-01,29.0,Arenac
1696,1696,26011,2021-05-01,47.85,Arenac
1697,1697,26011,2021-06-01,65.2,Arenac
1698,1698,26011,2021-07-01,123.2,Arenac
1699,1699,26011,2021-08-01,146.5,Arenac
1700,1700,26011,2021-09-01,68.05,Arenac
1701,1701,26011,2021-10-01,121.8,Arenac
1702,1702,26011,2021-11-01,15.7,Arenac
1703,1703,26011,2021-12-01,55.333333333333336,Arenac
1704,1704,26011,2022-01-01,8.233333333333333,Arenac
1705,1705,26011,2022-02-01,33.800000000000004,Arenac
1706,1706,26011,2022-03-01,113.5,Arenac
1707,1707,26011,2022-04-01,60.2,Arenac
1708,1708,26011,2022-05-01,70.0,Arenac
1709,1709,26011,2022-06-01,56.0,Arenac
1710,1710,26011,2022-07-01,43.16666666666666,Arenac
1711,1711,26011,2022-08-01,138.06666666666666,Arenac
1712,1712,26011,2022-09-01,69.60000000000001,Arenac
1713,1713,26011,2022-10-01,60.25,Arenac
1714,1714,26011,2022-11-01,21.8,Arenac
1715,1715,26011,2022-12-01,39.55,Arenac
1716,1716,26011,2023-01-01,53.86666666666667,Arenac
1717,1717,26011,2023-02-01,62.9,Arenac
1718,1718,26011,2023-03-01,47.63333333333333,Arenac
1719,1719,26011,2023-04-01,105.83333333333331,Arenac
1720,1720,26011,2023-05-01,28.35,Arenac
1721,1721,26011,2023-06-01,45.73333333333333,Arenac
1722,1722,26011,2023-07-01,122.8,Arenac
1723,1723,26011,2023-08-01,131.20000000000002,Arenac
1724,1724,26011,2023-09-01,38.3,Arenac
1725,1725,26011,2023-10-01,63.1,Arenac
1726,1726,26011,2023-11-01,44.35,Arenac
1727,1727,26011,2023-12-01,36.56666666666667,Arenac
1728,1728,26013,2000-01-01,96.8,Baraga
1729,1729,26013,2000-02-01,60.2,Baraga
1730,1730,26013,2000-03-01,130.8,Baraga
1731,1731,26013,2000-04-01,34.3,Baraga
1732,1732,26013,2000-05-01,61.1,Baraga
1733,1733,26013,2000-06-01,125.6,Baraga
1734,1734,26013,2000-07-01,88.0,Baraga
1735,1735,26013,2000-08-01,,Baraga
1736,1736,26013,2000-09-01,129.2,Baraga
1737,1737,26013,2000-10-01,62.8,Baraga
1738,1738,26013,2000-11-01,96.7,Baraga
1739,1739,26013,2000-12-01,172.0,Baraga
1740,1740,26013,2001-01-01,,Baraga
1741,1741,26013,2001-02-01,100.0,Baraga
1742,1742,26013,2001-03-01,72.4,Baraga
1743,1743,26013,2001-04-01,128.8,Baraga
1744,1744,26013,2001-05-01,103.4,Baraga
1745,1745,26013,2001-06-01,94.4,Baraga
1746,1746,26013,2001-07-01,170.1,Baraga
1747,1747,26013,2001-08-01,55.8,Baraga
1748,1748,26013,2001-09-01,67.2,Baraga
1749,1749,26013,2001-10-01,92.3,Baraga
1750,1750,26013,2001-11-01,53.6,Baraga
1751,1751,26013,2001-12-01,89.3,Baraga
1752,1752,26013,2002-01-01,56.8,Baraga
1753,1753,26013,2002-02-01,93.1,Baraga
1754,1754,26013,2002-03-01,90.7,Baraga
1755,1755,26013,2002-04-01,125.2,Baraga
1756,1756,26013,2002-05-01,69.4,Baraga
1757,1757,26013,2002-06-01,166.2,Baraga
1758,1758,26013,2002-07-01,98.2,Baraga
1759,1759,26013,2002-08-01,98.9,Baraga
1760,1760,26013,2002-09-01,172.6,Baraga
1761,1761,26013,2002-10-01,201.5,Baraga
1762,1762,26013,2002-11-01,65.8,Baraga
1763,1763,26013,2002-12-01,50.4,Baraga
1764,1764,26013,2003-01-01,62.0,Baraga
1765,1765,26013,2003-02-01,30.7,Baraga
1766,1766,26013,2003-03-01,86.8,Baraga
1767,1767,26013,2003-04-01,67.7,Baraga
1768,1768,26013,2003-05-01,185.0,Baraga
1769,1769,26013,2003-06-01,48.7,Baraga
1770,1770,26013,2003-07-01,97.0,Baraga
1771,1771,26013,2003-08-01,63.6,Baraga
1772,1772,26013,2003-09-01,117.7,Baraga
1773,1773,26013,2003-10-01,95.6,Baraga
1774,1774,26013,2003-11-01,99.9,Baraga
1775,1775,26013,2003-12-01,63.3,Baraga
1776,1776,26013,2004-01-01,49.2,Baraga
1777,1777,26013,2004-02-01,39.3,Baraga
1778,1778,26013,2004-03-01,100.4,Baraga
1779,1779,26013,2004-04-01,107.8,Baraga
1780,1780,26013,2004-05-01,132.2,Baraga
1781,1781,26013,2004-06-01,66.2,Baraga
1782,1782,26013,2004-07-01,100.7,Baraga
1783,1783,26013,2004-08-01,97.0,Baraga
1784,1784,26013,2004-09-01,60.8,Baraga
1785,1785,26013,2004-10-01,115.1,Baraga
1786,1786,26013,2004-11-01,47.5,Baraga
1787,1787,26013,2004-12-01,78.3,Baraga
1788,1788,26013,2005-01-01,29.3,Baraga
1789,1789,26013,2005-02-01,58.6,Baraga
1790,1790,26013,2005-03-01,55.7,Baraga
1791,1791,26013,2005-04-01,61.6,Baraga
1792,1792,26013,2005-05-01,94.1,Baraga
1793,1793,26013,2005-06-01,110.0,Baraga
1794,1794,26013,2005-07-01,63.75,Baraga
1795,1795,26013,2005-08-01,54.25,Baraga
1796,1796,26013,2005-09-01,107.1,Baraga
1797,1797,26013,2005-10-01,154.85,Baraga
1798,1798,26013,2005-11-01,105.75,Baraga
1799,1799,26013,2005-12-01,46.55,Baraga
1800,1800,26013,2006-01-01,48.2,Baraga
1801,1801,26013,2006-02-01,39.55,Baraga
1802,1802,26013,2006-03-01,47.35,Baraga
1803,1803,26013,2006-04-01,40.4,Baraga
1804,1804,26013,2006-05-01,81.4,Baraga
1805,1805,26013,2006-06-01,37.900000000000006,Baraga
1806,1806,26013,2006-07-01,76.9,Baraga
1807,1807,26013,2006-08-01,65.23333333333333,Baraga
1808,1808,26013,2006-09-01,41.96666666666667,Baraga
1809,1809,26013,2006-10-01,56.03333333333333,Baraga
1810,1810,26013,2006-11-01,31.566666666666663,Baraga
1811,1811,26013,2006-12-01,54.95,Baraga
1812,1812,26013,2007-01-01,46.46666666666667,Baraga
1813,1813,26013,2007-02-01,42.36666666666667,Baraga
1814,1814,26013,2007-03-01,50.53333333333333,Baraga
1815,1815,26013,2007-04-01,74.76666666666667,Baraga
1816,1816,26013,2007-05-01,62.8,Baraga
1817,1817,26013,2007-06-01,60.56666666666666,Baraga
1818,1818,26013,2007-07-01,40.4,Baraga
1819,1819,26013,2007-08-01,34.43333333333333,Baraga
1820,1820,26013,2007-09-01,160.0,Baraga
1821,1821,26013,2007-10-01,205.76666666666665,Baraga
1822,1822,26013,2007-11-01,47.0,Baraga
1823,1823,26013,2007-12-01,60.55,Baraga
1824,1824,26013,2008-01-01,37.35,Baraga
1825,1825,26013,2008-02-01,33.06666666666667,Baraga
1826,1826,26013,2008-03-01,34.76666666666667,Baraga
1827,1827,26013,2008-04-01,102.36666666666667,Baraga
1828,1828,26013,2008-05-01,60.675,Baraga
1829,1829,26013,2008-06-01,89.8,Baraga
1830,1830,26013,2008-07-01,147.6,Baraga
1831,1831,26013,2008-08-01,37.7,Baraga
1832,1832,26013,2008-09-01,78.01666666666667,Baraga
1833,1833,26013,2008-10-01,54.92857142857143,Baraga
1834,1834,26013,2008-11-01,45.142857142857146,Baraga
1835,1835,26013,2008-12-01,48.24,Baraga
1836,1836,26013,2009-01-01,36.62,Baraga
1837,1837,26013,2009-02-01,45.48333333333333,Baraga
1838,1838,26013,2009-03-01,17.240000000000002,Baraga
1839,1839,26013,2009-04-01,86.38333333333333,Baraga
1840,1840,26013,2009-05-01,37.63333333333333,Baraga
1841,1841,26013,2009-06-01,81.67999999999999,Baraga
1842,1842,26013,2009-07-01,68.55,Baraga
1843,1843,26013,2009-08-01,118.93333333333334,Baraga
1844,1844,26013,2009-09-01,60.94,Baraga
1845,1845,26013,2009-10-01,136.81428571428572,Baraga
1846,1846,26013,2009-11-01,26.042857142857144,Baraga
1847,1847,26013,2009-12-01,66.5,Baraga
1848,1848,26013,2010-01-01,25.542857142857144,Baraga
1849,1849,26013,2010-02-01,34.425,Baraga
1850,1850,26013,2010-03-01,6.285714285714286,Baraga
1851,1851,26013,2010-04-01,11.328571428571427,Baraga
1852,1852,26013,2010-05-01,46.58571428571429,Baraga
1853,1853,26013,2010-06-01,104.3,Baraga
1854,1854,26013,2010-07-01,95.58571428571427,Baraga
1855,1855,26013,2010-08-01,70.7,Baraga
1856,1856,26013,2010-09-01,190.5666666666667,Baraga
1857,1857,26013,2010-10-01,43.82857142857143,Baraga
1858,1858,26013,2010-11-01,49.58,Baraga
1859,1859,26013,2010-12-01,39.46,Baraga
1860,1860,26013,2011-01-01,39.38333333333333,Baraga
1861,1861,26013,2011-02-01,14.183333333333332,Baraga
1862,1862,26013,2011-03-01,26.33333333333333,Baraga
1863,1863,26013,2011-04-01,80.28571428571429,Baraga
1864,1864,26013,2011-05-01,71.86666666666666,Baraga
1865,1865,26013,2011-06-01,89.42,Baraga
1866,1866,26013,2011-07-01,37.86,Baraga
1867,1867,26013,2011-08-01,64.9,Baraga
1868,1868,26013,2011-09-01,94.5,Baraga
1869,1869,26013,2011-10-01,70.95,Baraga
1870,1870,26013,2011-11-01,45.12,Baraga
1871,1871,26013,2011-12-01,35.779999999999994,Baraga
1872,1872,26013,2012-01-01,50.32000000000001,Baraga
1873,1873,26013,2012-02-01,17.266666666666666,Baraga
1874,1874,26013,2012-03-01,43.44,Baraga
1875,1875,26013,2012-04-01,38.65,Baraga
1876,1876,26013,2012-05-01,74.4,Baraga
1877,1877,26013,2012-06-01,98.93333333333334,Baraga
1878,1878,26013,2012-07-01,128.0857142857143,Baraga
1879,1879,26013,2012-08-01,38.94285714285714,Baraga
1880,1880,26013,2012-09-01,70.14,Baraga
1881,1881,26013,2012-10-01,99.4,Baraga
1882,1882,26013,2012-11-01,59.66666666666666,Baraga
1883,1883,26013,2012-12-01,26.05,Baraga
1884,1884,26013,2013-01-01,44.24,Baraga
1885,1885,26013,2013-02-01,42.64,Baraga
1886,1886,26013,2013-03-01,52.73333333333333,Baraga
1887,1887,26013,2013-04-01,119.15,Baraga
1888,1888,26013,2013-05-01,95.42,Baraga
1889,1889,26013,2013-06-01,102.1,Baraga
1890,1890,26013,2013-07-01,154.18,Baraga
1891,1891,26013,2013-08-01,48.583333333333336,Baraga
1892,1892,26013,2013-09-01,22.32,Baraga
1893,1893,26013,2013-10-01,96.34,Baraga
1894,1894,26013,2013-11-01,95.34,Baraga
1895,1895,26013,2013-12-01,39.84,Baraga
1896,1896,26013,2014-01-01,49.5,Baraga
1897,1897,26013,2014-02-01,36.82,Baraga
1898,1898,26013,2014-03-01,41.68,Baraga
1899,1899,26013,2014-04-01,90.02000000000001,Baraga
1900,1900,26013,2014-05-01,64.4,Baraga
1901,1901,26013,2014-06-01,65.23333333333333,Baraga
1902,1902,26013,2014-07-01,119.6,Baraga
1903,1903,26013,2014-08-01,74.26666666666667,Baraga
1904,1904,26013,2014-09-01,103.0,Baraga
1905,1905,26013,2014-10-01,110.175,Baraga
1906,1906,26013,2014-11-01,90.6,Baraga
1907,1907,26013,2014-12-01,60.5,Baraga
1908,1908,26013,2015-01-01,27.42,Baraga
1909,1909,26013,2015-02-01,25.56,Baraga
1910,1910,26013,2015-03-01,33.45,Baraga
1911,1911,26013,2015-04-01,45.9,Baraga
1912,1912,26013,2015-05-01,77.03999999999999,Baraga
1913,1913,26013,2015-06-01,84.81666666666666,Baraga
1914,1914,26013,2015-07-01,49.0,Baraga
1915,1915,26013,2015-08-01,58.425,Baraga
1916,1916,26013,2015-09-01,44.85,Baraga
1917,1917,26013,2015-10-01,58.48333333333333,Baraga
1918,1918,26013,2015-11-01,67.93333333333334,Baraga
1919,1919,26013,2015-12-01,97.66666666666669,Baraga
1920,1920,26013,2016-01-01,48.94,Baraga
1921,1921,26013,2016-02-01,56.98333333333333,Baraga
1922,1922,26013,2016-03-01,61.4,Baraga
1923,1923,26013,2016-04-01,78.52,Baraga
1924,1924,26013,2016-05-01,102.3,Baraga
1925,1925,26013,2016-06-01,88.25,Baraga
1926,1926,26013,2016-07-01,132.29999999999998,Baraga
1927,1927,26013,2016-08-01,140.5,Baraga
1928,1928,26013,2016-09-01,125.18333333333334,Baraga
1929,1929,26013,2016-10-01,66.33333333333333,Baraga
1930,1930,26013,2016-11-01,32.3,Baraga
1931,1931,26013,2016-12-01,67.78,Baraga
1932,1932,26013,2017-01-01,54.08,Baraga
1933,1933,26013,2017-02-01,61.52,Baraga
1934,1934,26013,2017-03-01,24.84,Baraga
1935,1935,26013,2017-04-01,106.16,Baraga
1936,1936,26013,2017-05-01,97.08,Baraga
1937,1937,26013,2017-06-01,148.92000000000002,Baraga
1938,1938,26013,2017-07-01,63.7,Baraga
1939,1939,26013,2017-08-01,179.625,Baraga
1940,1940,26013,2017-09-01,85.35,Baraga
1941,1941,26013,2017-10-01,177.3,Baraga
1942,1942,26013,2017-11-01,59.48,Baraga
1943,1943,26013,2017-12-01,62.3,Baraga
1944,1944,26013,2018-01-01,48.425,Baraga
1945,1945,26013,2018-02-01,35.08,Baraga
1946,1946,26013,2018-03-01,23.45,Baraga
1947,1947,26013,2018-04-01,39.0,Baraga
1948,1948,26013,2018-05-01,77.55,Baraga
1949,1949,26013,2018-06-01,133.9,Baraga
1950,1950,26013,2018-07-01,77.4375,Baraga
1951,1951,26013,2018-08-01,82.72500000000001,Baraga
1952,1952,26013,2018-09-01,141.175,Baraga
1953,1953,26013,2018-10-01,171.57999999999998,Baraga
1954,1954,26013,2018-11-01,65.03333333333333,Baraga
1955,1955,26013,2018-12-01,42.21428571428572,Baraga
1956,1956,26013,2019-01-01,34.75714285714286,Baraga
1957,1957,26013,2019-02-01,103.44285714285716,Baraga
1958,1958,26013,2019-03-01,29.25714285714286,Baraga
1959,1959,26013,2019-04-01,126.01428571428572,Baraga
1960,1960,26013,2019-05-01,112.4125,Baraga
1961,1961,26013,2019-06-01,29.928571428571427,Baraga
1962,1962,26013,2019-07-01,92.94285714285716,Baraga
1963,1963,26013,2019-08-01,55.114285714285714,Baraga
1964,1964,26013,2019-09-01,124.72857142857144,Baraga
1965,1965,26013,2019-10-01,135.4,Baraga
1966,1966,26013,2019-11-01,71.98333333333333,Baraga
1967,1967,26013,2019-12-01,105.55,Baraga
1968,1968,26013,2020-01-01,55.61666666666667,Baraga
1969,1969,26013,2020-02-01,14.88,Baraga
1970,1970,26013,2020-03-01,75.55,Baraga
1971,1971,26013,2020-04-01,76.88333333333334,Baraga
1972,1972,26013,2020-05-01,38.22857142857142,Baraga
1973,1973,26013,2020-06-01,72.64285714285714,Baraga
1974,1974,26013,2020-07-01,108.25714285714284,Baraga
1975,1975,26013,2020-08-01,149.07142857142858,Baraga
1976,1976,26013,2020-09-01,96.05,Baraga
1977,1977,26013,2020-10-01,98.14,Baraga
1978,1978,26013,2020-11-01,53.65,Baraga
1979,1979,26013,2020-12-01,41.98333333333333,Baraga
1980,1980,26013,2021-01-01,16.599999999999998,Baraga
1981,1981,26013,2021-02-01,43.81666666666666,Baraga
1982,1982,26013,2021-03-01,71.28333333333333,Baraga
1983,1983,26013,2021-04-01,78.12,Baraga
1984,1984,26013,2021-05-01,36.75714285714286,Baraga
1985,1985,26013,2021-06-01,120.84285714285714,Baraga
1986,1986,26013,2021-07-01,53.75714285714286,Baraga
1987,1987,26013,2021-08-01,61.98571428571428,Baraga
1988,1988,26013,2021-09-01,96.37142857142858,Baraga
1989,1989,26013,2021-10-01,41.63333333333333,Baraga
1990,1990,26013,2021-11-01,57.25,Baraga
1991,1991,26013,2021-12-01,68.75,Baraga
1992,1992,26013,2022-01-01,40.7,Baraga
1993,1993,26013,2022-02-01,53.95,Baraga
1994,1994,26013,2022-03-01,70.36666666666667,Baraga
1995,1995,26013,2022-04-01,122.36666666666667,Baraga
1996,1996,26013,2022-05-01,99.42857142857144,Baraga
1997,1997,26013,2022-06-01,91.27142857142856,Baraga
1998,1998,26013,2022-07-01,94.08571428571427,Baraga
1999,1999,26013,2022-08-01,117.78571428571428,Baraga
2000,2000,26013,2022-09-01,98.87142857142858,Baraga
2001,2001,26013,2022-10-01,88.2,Baraga
2002,2002,26013,2022-11-01,110.76666666666668,Baraga
2003,2003,26013,2022-12-01,64.38333333333334,Baraga
2004,2004,26013,2023-01-01,63.06666666666666,Baraga
2005,2005,26013,2023-02-01,46.45,Baraga
2006,2006,26013,2023-03-01,51.88333333333333,Baraga
2007,2007,26013,2023-04-01,113.9,Baraga
2008,2008,26013,2023-05-01,80.15714285714286,Baraga
2009,2009,26013,2023-06-01,95.27142857142856,Baraga
2010,2010,26013,2023-07-01,95.02857142857144,Baraga
2011,2011,26013,2023-08-01,68.18571428571428,Baraga
2012,2012,26013,2023-09-01,36.41428571428572,Baraga
2013,2013,26013,2023-10-01,88.81666666666666,Baraga
2014,2014,26013,2023-11-01,49.31666666666666,Baraga
2015,2015,26013,2023-12-01,44.61666666666667,Baraga
2016,2016,26015,2000-01-01,35.0,Barry
2017,2017,26015,2000-02-01,45.6,Barry
2018,2018,26015,2000-03-01,32.3,Barry
2019,2019,26015,2000-04-01,122.0,Barry
2020,2020,26015,2000-05-01,233.0,Barry
2021,2021,26015,2000-06-01,72.2,Barry
2022,2022,26015,2000-07-01,148.9,Barry
2023,2023,26015,2000-08-01,72.3,Barry
2024,2024,26015,2000-09-01,131.6,Barry
2025,2025,26015,2000-10-01,55.0,Barry
2026,2026,26015,2000-11-01,112.9,Barry
2027,2027,26015,2000-12-01,99.2,Barry
2028,2028,26015,2001-01-01,22.8,Barry
2029,2029,26015,2001-02-01,87.2,Barry
